RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2613,E_M_Ewan_McGregor(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3321,E_F_Julie_Walters(20).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2567,E_M_Jimmy_Carr(5).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
1871,E_M_Michael_McIntyr(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2287,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2130,E_M_Michael_McIntyr(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3205,E_M_Ewan_McGregor(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3310,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2796,P_M_david_camer(14).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3220,E_M_Ewan_McGregor(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2679,P_M_david_camer(14).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2662,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2703,P_M_keir_starmer(6).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
4371,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2656,E_F_Julie_Walters(20).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2829,P_M_jeremy_corbyn(2).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3096,E_F_Dawn_Roma(4).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2402,P_F_Theresa_May(3).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2042,E_F_Julie_Walters(20).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3174,E_M_Ewan_McGregor(3).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3004,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
4026,E_M_Simon_Pegg(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3158,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2530,E_F_Julie_Walters(20).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2996,E_F_Sarah_Millican(1).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
4120,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3188,E_F_Dawn_Roma(4).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3937,P_M_david_camer(14).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2065,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2457,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2262,P_M_david_camer(14).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2441,P_M_jeremy_corbyn(2).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2541,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2229,E_F_Dawn_Roma(4).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
1920,E_F_Jennifer_Saunders.png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3187,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2937,E_M_Michael_McIntyr(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3862,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2970,E_F_Sarah_Millican(1).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2329,E_M_Peter_Kay(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2896,E_M_Jimmy_Carr(5).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2828,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2572,E_F_Julie_Walters(20).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2753,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
4888,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
4546,E_M_Ewan_McGregor(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2073,P_M_david_camer(14).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3429,E_M_Jimmy_Carr(5).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
5531,E_M_Simon_Pegg(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2329,E_M_Simon_Pegg(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3303,E_F_Julie_Walters(20).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2587,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2304,E_M_Jimmy_Carr(5).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2247,P_F_nicola_sturge(10).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2002,E_F_Julie_Walters(20).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2255,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2661,P_M_david_camer(14).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2130,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3520,E_F_Dawn_Roma(4).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3837,E_F_Dawn_Roma(4).png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2888,E_M_Michael_McIntyr(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2611,E_M_Michael_McIntyr(8).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2887,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
1861,P_M_keir_starmer(6).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2703,E_M_Peter_Kay(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2097,E_M_Michael_McIntyr(8).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
3353,E_M_Michael_McIntyr(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2402,E_M_Jimmy_Carr(5).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2829,E_M_Russell_Howard(10).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2904,E_M_Peter_Kay(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2562,P_M_jeremy_corbyn(2).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
4070,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
4037,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
2646,E_M_Russell_Howard(10).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ebd6f91aa78300661bf065f,"10/14/2022, 09:15:11"
