RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2584,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2176,P_M_david_camer(14).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3349,E_F_Dawn_Roma(4).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
7209,E_F_Julie_Walters(20).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
4094,P_M_Gordon_Brown(19).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2569,E_M_Michael_McIntyr(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3381,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3109,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
1835,P_M_Gordon_Brown(19).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3779,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2502,E_M_Simon_Pegg(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2320,P_M_keir_starmer(6).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2138,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2215,E_M_Jimmy_Carr(5).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2110,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2041,E_F_Dawn_Roma(4).png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2519,E_F_Julie_Walters(20).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
7010,E_M_Michael_McIntyr(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
1962,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2651,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2420,P_F_Theresa_May(3).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2577,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
1976,E_M_Peter_Kay(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3464,E_M_Russell_Howard(10).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2148,P_F_nicola_sturge(10).png,P_F_Theresa_May(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3192,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3118,P_M_david_camer(14).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2556,E_M_Russell_Howard(10).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2065,E_F_Dawn_Roma(4).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2323,E_F_Sarah_Millican(1).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2284,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
1952,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2041,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2948,P_F_Theresa_May(3).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3120,E_M_Simon_Pegg(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3010,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2209,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2423,E_F_Dawn_Roma(4).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2145,E_F_Sarah_Millican(1).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3676,E_F_Dawn_Roma(4).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2930,P_M_david_camer(14).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2595,P_F_nicola_sturge(10).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3129,E_F_Dawn_Roma(4).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
1824,E_M_Ewan_McGregor(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3106,E_F_Julie_Walters(20).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2701,P_M_david_camer(14).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2766,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2560,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3077,E_M_Michael_McIntyr(8).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
1853,E_F_Sarah_Millican(1).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2752,E_M_Peter_Kay(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2514,E_M_Jimmy_Carr(5).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2762,E_M_Jimmy_Carr(5).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
3020,E_F_Dawn_Roma(4).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2287,E_M_Ewan_McGregor(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
2402,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
file,isFamiliar,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
E_M_Michael_McIntyr(8).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
P_M_david_camer(14).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
P_F_Theresa_May(3).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
P_M_Sajid_Javid(4).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
E_F_Sarah_Millican(1).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
E_F_Jennifer_Saunders.png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
E_M_Jimmy_Carr(5).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
E_F_Julie_Walters(20).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
E_M_Russell_Howard(10).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
P_F_nicola_sturge(10).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
E_M_Simon_Pegg(8).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
P_M_Gordon_Brown(19).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
P_M_nigel_farage(5).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
E_F_Dawn_Roma(4).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
P_M_keir_starmer(6).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
E_M_Ewan_McGregor(3).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
P_M_jeremy_corbyn(2).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
P_M_Michael_Gove(9).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
E_M_Peter_Kay(3).png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
P_M_Tony_Blair.png,1,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
age: 32,gender: Male,handedness: right,59b7de7811212f0001cd0f55,"10/14/2022, 09:13:59"
