RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2031,E_M_Peter_Kay(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3830,E_F_Julie_Walters(20).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
1999,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2768,E_F_Julie_Walters(20).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2114,E_F_Julie_Walters(20).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2135,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2134,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2534,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2671,E_F_Dawn_Roma(4).png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
4327,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3687,E_F_Dawn_Roma(4).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3189,E_F_Jennifer_Saunders.png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
5479,E_M_Jimmy_Carr(5).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3583,E_F_Dawn_Roma(4).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
1838,P_M_jeremy_corbyn(2).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3663,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2765,E_M_Simon_Pegg(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3103,P_F_nicola_sturge(10).png,P_F_Theresa_May(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3198,P_M_nigel_farage(5).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2950,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2934,P_F_nicola_sturge(10).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
4663,E_F_Dawn_Roma(4).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
12499,E_M_Michael_McIntyr(8).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
6039,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3703,E_F_Julie_Walters(20).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
1829,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3213,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
4390,P_M_Michael_Gove(9).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2239,E_M_Ewan_McGregor(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3119,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
15056,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
4007,E_F_Dawn_Roma(4).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
1798,E_F_Sarah_Millican(1).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2703,E_F_Dawn_Roma(4).png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2198,E_F_Dawn_Roma(4).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2518,E_M_Jimmy_Carr(5).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
1919,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2135,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3190,E_M_Michael_McIntyr(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2893,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2407,E_M_Ewan_McGregor(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2150,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3606,P_M_david_camer(14).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3926,E_M_Russell_Howard(10).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2823,P_M_Michael_Gove(9).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3302,P_M_nigel_farage(5).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
5902,E_M_Peter_Kay(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3222,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2334,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3671,E_M_Peter_Kay(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2934,E_F_Julie_Walters(20).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2736,E_M_Michael_McIntyr(8).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2621,E_F_Sarah_Millican(1).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2127,E_M_Jimmy_Carr(5).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
1782,E_M_Russell_Howard(10).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
2646,E_M_Peter_Kay(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
3600,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
4558,E_M_Ewan_McGregor(3).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
5367,E_F_Jennifer_Saunders.png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
48119,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
file,isFamiliar,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
P_F_nicola_sturge(10).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
P_M_Michael_Gove(9).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
E_F_Sarah_Millican(1).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
E_F_Jennifer_Saunders.png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
P_M_Sajid_Javid(4).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
P_M_Gordon_Brown(19).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
E_F_Dawn_Roma(4).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
P_M_jeremy_corbyn(2).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
E_F_Julie_Walters(20).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
P_M_david_camer(14).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
E_M_Peter_Kay(3).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
E_M_Simon_Pegg(8).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
E_M_Jimmy_Carr(5).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
P_M_nigel_farage(5).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
P_F_Theresa_May(3).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
P_M_keir_starmer(6).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
E_M_Russell_Howard(10).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
E_M_Michael_McIntyr(8).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
P_M_Tony_Blair.png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
E_M_Ewan_McGregor(3).png,1,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
age: 30,gender: Female,handedness: right,5f2acd4b53b8533a53c7bc89,"10/14/2022, 09:13:52"
