RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
1835,E_M_Simon_Pegg(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2477,E_M_Jimmy_Carr(5).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2130,E_M_Michael_McIntyr(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2161,E_M_Simon_Pegg(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
1958,P_F_Theresa_May(3).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2219,E_M_Michael_McIntyr(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2269,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2612,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2094,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2247,E_M_Simon_Pegg(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2439,E_M_Jimmy_Carr(5).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
4664,E_M_Peter_Kay(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
5057,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
3796,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2004,E_M_Jimmy_Carr(5).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2529,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
3494,E_F_Dawn_Roma(4).png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2207,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2180,P_F_nicola_sturge(10).png,P_F_Theresa_May(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2296,E_F_Julie_Walters(20).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
3574,E_F_Julie_Walters(20).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2585,E_F_Julie_Walters(20).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2452,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2060,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2610,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2917,E_F_Sarah_Millican(1).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
5406,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
3730,E_M_Simon_Pegg(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2681,E_F_Sarah_Millican(1).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
3044,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2338,E_F_Jennifer_Saunders.png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
1972,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2493,E_F_Sarah_Millican(1).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2455,E_F_Julie_Walters(20).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2068,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
1966,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
2610,P_F_nicola_sturge(10).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
1975,E_M_Jimmy_Carr(5).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
1704,E_F_Jennifer_Saunders.png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
3638,P_M_jeremy_corbyn(2).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
5618,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
file,isFamiliar,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
P_M_Michael_Gove(9).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
E_M_Simon_Pegg(8).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
P_M_Tony_Blair.png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
E_M_Michael_McIntyr(8).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
P_F_Theresa_May(3).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
P_M_keir_starmer(6).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
P_M_Sajid_Javid(4).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
E_F_Sarah_Millican(1).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
E_F_Dawn_Roma(4).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
E_M_Russell_Howard(10).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
E_M_Jimmy_Carr(5).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
P_F_nicola_sturge(10).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
P_M_jeremy_corbyn(2).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
E_F_Jennifer_Saunders.png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
P_M_david_camer(14).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
E_F_Julie_Walters(20).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
E_M_Peter_Kay(3).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
E_M_Ewan_McGregor(3).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
P_M_Gordon_Brown(19).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
P_M_nigel_farage(5).png,1,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
age: 33,gender: Female,handedness: right,627e1a670e22288b334ebf9d,"10/14/2022, 09:20:36"
