RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
7318,E_M_Ewan_McGregor(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
6262,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
4592,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
5175,E_F_Julie_Walters(20).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
6731,E_F_Julie_Walters(20).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
19323,E_M_Michael_McIntyr(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
3865,E_M_Jimmy_Carr(5).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
7188,E_M_Russell_Howard(10).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
8853,E_M_Ewan_McGregor(3).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
6696,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
8142,E_F_Dawn_Roma(4).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
9843,E_F_Julie_Walters(20).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
8678,E_M_Michael_McIntyr(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
25001,E_F_Julie_Walters(20).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
5086,P_M_keir_starmer(6).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
5170,E_F_Jennifer_Saunders.png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
5183,E_M_Peter_Kay(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
6971,E_F_Julie_Walters(20).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
7487,P_F_Theresa_May(3).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
5380,E_M_Peter_Kay(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
4984,P_M_jeremy_corbyn(2).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
4046,E_F_Julie_Walters(20).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
6498,E_M_Jimmy_Carr(5).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
17919,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
15739,P_F_Theresa_May(3).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
25347,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
16857,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
19687,E_F_Jennifer_Saunders.png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
10110,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
8375,P_M_Michael_Gove(9).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
4622,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
7378,P_F_Theresa_May(3).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
10993,P_M_david_camer(14).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
5730,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
8355,E_F_Julie_Walters(20).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
14727,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
5532,E_M_Jimmy_Carr(5).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
6982,E_M_Peter_Kay(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
6845,E_F_Dawn_Roma(4).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
6715,P_M_keir_starmer(6).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
6623,E_F_Sarah_Millican(1).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
7549,P_F_nicola_sturge(10).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
8237,E_F_Dawn_Roma(4).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
9025,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
5558,E_F_Sarah_Millican(1).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
6559,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
5999,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
25502,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
5347,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
9348,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
7202,E_M_Michael_McIntyr(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
8775,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
19921,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
6889,E_F_Dawn_Roma(4).png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
5227,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
4865,E_F_Julie_Walters(20).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
11827,E_F_Jennifer_Saunders.png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
7608,P_M_david_camer(14).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
11498,P_M_jeremy_corbyn(2).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
17835,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
8759,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
9687,E_M_Peter_Kay(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
8100,E_M_Simon_Pegg(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
13980,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
34531,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
8316,E_F_Julie_Walters(20).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
8007,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
4218,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
6085,E_F_Julie_Walters(20).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
4651,E_F_Jennifer_Saunders.png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b8bfff214e8c60001052fbd,"10/14/2022, 09:35:46"
