RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
7589,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
2504,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
4079,P_M_Sajid_Javid(4).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
3475,E_M_Michael_McIntyr(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
30291,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
8000,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
file,isFamiliar,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
P_M_nigel_farage(5).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
E_M_Peter_Kay(3).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
E_F_Jennifer_Saunders.png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
P_F_Theresa_May(3).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
P_M_jeremy_corbyn(2).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
P_M_Sajid_Javid(4).png,0,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
E_F_Dawn_Roma(4).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
P_F_nicola_sturge(10).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
E_M_Ewan_McGregor(3).png,0,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
E_F_Sarah_Millican(1).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
E_M_Michael_McIntyr(8).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
E_M_Russell_Howard(10).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
P_M_Tony_Blair.png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
E_M_Jimmy_Carr(5).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
E_F_Julie_Walters(20).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
P_M_Gordon_Brown(19).png,0,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
P_M_david_camer(14).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
E_M_Simon_Pegg(8).png,1,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
P_M_Michael_Gove(9).png,0,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
P_M_keir_starmer(6).png,0,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
age: 27,gender: Female,handedness: right,61f2aeafa09e72f23cbafb8e,"10/14/2022, 08:58:39"
