RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3842,E_M_Russell_Howard(10).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2651,E_M_Russell_Howard(10).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2661,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3227,P_M_david_camer(14).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4079,E_M_Michael_McIntyr(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4049,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4104,E_F_Sarah_Millican(1).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2462,E_M_Ewan_McGregor(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
5737,E_F_Dawn_Roma(4).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2584,P_M_david_camer(14).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2549,E_F_Dawn_Roma(4).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4215,P_M_Michael_Gove(9).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3675,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3020,E_M_Peter_Kay(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3078,E_F_Dawn_Roma(4).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4203,E_F_Sarah_Millican(1).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2260,E_F_Dawn_Roma(4).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2033,P_M_david_camer(14).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2214,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2497,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
5092,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
5354,E_M_Peter_Kay(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3406,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2685,E_F_Jennifer_Saunders.png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
6655,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4551,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
6098,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2347,E_M_Simon_Pegg(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3158,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4037,E_F_Dawn_Roma(4).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2843,E_M_Peter_Kay(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2863,P_M_Michael_Gove(9).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4305,P_M_Gordon_Brown(19).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
5036,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
6533,E_F_Dawn_Roma(4).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3707,E_M_Jimmy_Carr(5).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4626,E_F_Sarah_Millican(1).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4226,E_M_Simon_Pegg(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3576,E_M_Jimmy_Carr(5).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4937,P_M_nigel_farage(5).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4037,E_F_Jennifer_Saunders.png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3022,E_F_Sarah_Millican(1).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2403,P_M_jeremy_corbyn(2).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2302,E_F_Sarah_Millican(1).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
5530,E_M_Ewan_McGregor(3).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3786,E_F_Dawn_Roma(4).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3409,P_F_nicola_sturge(10).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3584,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
6296,E_M_Michael_McIntyr(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
5038,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
5903,E_M_Jimmy_Carr(5).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3048,E_M_Peter_Kay(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
5151,E_M_Peter_Kay(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
5046,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
6492,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3688,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4770,E_F_Dawn_Roma(4).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3021,E_F_Julie_Walters(20).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
2329,E_F_Sarah_Millican(1).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4520,E_F_Julie_Walters(20).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4553,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
5623,P_M_Gordon_Brown(19).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
6251,E_F_Dawn_Roma(4).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
3494,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4476,E_F_Sarah_Millican(1).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
4522,E_M_Ewan_McGregor(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
5497,E_F_Julie_Walters(20).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,63287bc6011f4f37779e5b32,"10/14/2022, 09:18:15"
