RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
4362,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
4211,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
5160,E_M_Ewan_McGregor(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
3003,E_M_Jimmy_Carr(5).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2345,E_M_Simon_Pegg(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
3635,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2435,E_F_Sarah_Millican(1).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
3548,E_F_Sarah_Millican(1).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2695,P_M_david_camer(14).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2240,P_F_Theresa_May(3).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
3452,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
3699,E_F_Dawn_Roma(4).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
4652,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2743,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2371,E_M_Michael_McIntyr(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
4173,E_M_Jimmy_Carr(5).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
4668,E_M_Jimmy_Carr(5).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2857,P_M_Michael_Gove(9).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
3558,P_M_Gordon_Brown(19).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2425,P_M_david_camer(14).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
4289,E_F_Jennifer_Saunders.png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2004,E_M_Jimmy_Carr(5).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
6471,E_F_Dawn_Roma(4).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
4978,E_F_Dawn_Roma(4).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
3188,P_M_keir_starmer(6).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
3992,P_M_keir_starmer(6).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
3307,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2471,E_F_Dawn_Roma(4).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
1994,E_F_Dawn_Roma(4).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
1978,E_M_Simon_Pegg(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
1650,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
4271,E_M_Russell_Howard(10).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2070,E_M_Peter_Kay(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
1900,E_M_Michael_McIntyr(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2321,P_M_david_camer(14).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2536,P_M_nigel_farage(5).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
3920,P_M_Gordon_Brown(19).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
1906,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
1847,E_M_Simon_Pegg(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2764,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
1658,E_M_Peter_Kay(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
1991,P_M_keir_starmer(6).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2407,E_M_Simon_Pegg(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2024,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2120,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
3322,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2497,E_F_Sarah_Millican(1).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
5052,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
1694,E_F_Julie_Walters(20).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
2453,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
1696,P_M_Gordon_Brown(19).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
1536,P_M_david_camer(14).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
1789,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
file,isFamiliar,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
E_F_Jennifer_Saunders.png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
E_M_Simon_Pegg(8).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
P_M_Gordon_Brown(19).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
P_M_david_camer(14).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
E_M_Russell_Howard(10).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
E_F_Julie_Walters(20).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
P_M_Sajid_Javid(4).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
E_F_Sarah_Millican(1).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
P_M_Tony_Blair.png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
P_M_jeremy_corbyn(2).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
P_F_nicola_sturge(10).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
E_M_Michael_McIntyr(8).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
P_M_nigel_farage(5).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
E_M_Ewan_McGregor(3).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
P_M_Michael_Gove(9).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
P_M_keir_starmer(6).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
P_F_Theresa_May(3).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
E_M_Jimmy_Carr(5).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
E_F_Dawn_Roma(4).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
E_M_Peter_Kay(3).png,1,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
age: 26,gender: Female,handedness: right,6346c4b13753efab830182aa,"10/14/2022, 09:16:16"
