"","E_F_Dawn_Roma_French.png","E_F_Jennifer_Saunders.png","E_F_Julie_Walters.png","E_F_Sarah_Millican.png","E_M_Ewan_McGregor.png","E_M_Jimmy_Carr.png","E_M_Michael_McIntyr.png","E_M_Peter_Kay.png","E_M_Russell_Howard.png","E_M_Simon_Pegg.png","P_F_nicola_sturge.png","P_F_Theresa_May.png","P_M_david_camer.png","P_M_Gordon_Brown.png","P_M_jeremy_corbyn.png","P_M_keir_starmer.png","P_M_Michael_Gove.png","P_M_nigel_farage.png","P_M_Sajid_Javid.png","P_M_Tony_Blair.png"
"E_F_Dawn_Roma_French.png",NA,4.65,4.95,4.27777777777778,5.52941176470588,5.73333333333333,4.625,5,5.31578947368421,5.92307692307692,4.3,4.94117647058824,4.875,5.23529411764706,5.65,5.21052631578947,5.65,5.05263157894737,5.55,5.4
"E_F_Jennifer_Saunders.png",4.65,NA,2.65,5.05555555555556,5.05882352941176,5.46666666666667,5,5.2,4.47368421052632,5.53846153846154,3.15,3.35294117647059,4.75,4.88235294117647,5.05,4.42105263157895,4.75,4.42105263157895,5.75,4.73333333333333
"E_F_Julie_Walters.png",4.95,2.65,NA,5.16666666666667,4.47058823529412,5.33333333333333,5.125,5,4.73684210526316,5.38461538461539,3.25,2.88235294117647,4.6875,5,5.3,3.89473684210526,5.05,5.15789473684211,5.7,4.53333333333333
"E_F_Sarah_Millican.png",4.27777777777778,5.05555555555556,5.16666666666667,NA,5.625,5.21428571428571,5.1875,5.11111111111111,5.11764705882353,5.83333333333333,5.33333333333333,4.73333333333333,5.2,5.86666666666667,5.83333333333333,5.88235294117647,5.33333333333333,5.05555555555556,5.38888888888889,5.61538461538461
"E_M_Ewan_McGregor.png",5.52941176470588,5.05882352941176,4.47058823529412,5.625,NA,5.07692307692308,5.13333333333333,5.11764705882353,4,5.63636363636364,5.05882352941176,5.26666666666667,4.26666666666667,4.86666666666667,4.41176470588235,4.3125,5.17647058823529,5.6875,5.82352941176471,4.61538461538461
"E_M_Jimmy_Carr.png",5.73333333333333,5.46666666666667,5.33333333333333,5.21428571428571,5.07692307692308,NA,5.53846153846154,5.26666666666667,5,5.27272727272727,4.86666666666667,5.69230769230769,5.07692307692308,4.92307692307692,5.66666666666667,4.42857142857143,5.2,4.86666666666667,5.93333333333333,5.09090909090909
"E_M_Michael_McIntyr.png",4.625,5,5.125,5.1875,5.13333333333333,5.53846153846154,NA,4.5625,5.0625,5.83333333333333,5.125,5.14285714285714,4.28571428571429,5,5.5,4.75,5.5625,4.4375,5.25,4.83333333333333
"E_M_Peter_Kay.png",5,5.2,5,5.11111111111111,5.11764705882353,5.26666666666667,4.5625,NA,5.73684210526316,5.53846153846154,4.95,5.41176470588235,3.8125,5.52941176470588,5.4,4.26315789473684,5.5,4.94736842105263,5,5.4
"E_M_Russell_Howard.png",5.31578947368421,4.47368421052632,4.73684210526316,5.11764705882353,4,5,5.0625,5.73684210526316,NA,5.07692307692308,5.05263157894737,5.29411764705882,5.0625,5.17647058823529,5.36842105263158,4.38888888888889,4.42105263157895,4.88888888888889,5.63157894736842,4.4
"E_M_Simon_Pegg.png",5.92307692307692,5.53846153846154,5.38461538461539,5.83333333333333,5.63636363636364,5.27272727272727,5.83333333333333,5.53846153846154,5.07692307692308,NA,5.76923076923077,5.18181818181818,5.4,5.58333333333333,4.84615384615385,5.53846153846154,5.23076923076923,5,5.38461538461539,4.88888888888889
"P_F_nicola_sturge.png",4.3,3.15,3.25,5.33333333333333,5.05882352941176,4.86666666666667,5.125,4.95,5.05263157894737,5.76923076923077,NA,3.17647058823529,4.625,5.29411764705882,5.5,4.94736842105263,5.15,4.63157894736842,5.55,4.6
"P_F_Theresa_May.png",4.94117647058824,3.35294117647059,2.88235294117647,4.73333333333333,5.26666666666667,5.69230769230769,5.14285714285714,5.41176470588235,5.29411764705882,5.18181818181818,3.17647058823529,NA,5.2,4.8125,4.47058823529412,4.875,5.17647058823529,5.3125,5.76470588235294,4.46666666666667
"P_M_david_camer.png",4.875,4.75,4.6875,5.2,4.26666666666667,5.07692307692308,4.28571428571429,3.8125,5.0625,5.4,4.625,5.2,NA,5.07142857142857,5.0625,4.13333333333333,4.875,4.66666666666667,5.875,3.76923076923077
"P_M_Gordon_Brown.png",5.23529411764706,4.88235294117647,5,5.86666666666667,4.86666666666667,4.92307692307692,5,5.52941176470588,5.17647058823529,5.58333333333333,5.29411764705882,4.8125,5.07142857142857,NA,4.35294117647059,4.52941176470588,5.11764705882353,4.5625,5.47058823529412,4.14285714285714
"P_M_jeremy_corbyn.png",5.65,5.05,5.3,5.83333333333333,4.41176470588235,5.66666666666667,5.5,5.4,5.36842105263158,4.84615384615385,5.5,4.47058823529412,5.0625,4.35294117647059,NA,5.15789473684211,5.15,5,5.45,5.13333333333333
"P_M_keir_starmer.png",5.21052631578947,4.42105263157895,3.89473684210526,5.88235294117647,4.3125,4.42857142857143,4.75,4.26315789473684,4.38888888888889,5.53846153846154,4.94736842105263,4.875,4.13333333333333,4.52941176470588,5.15789473684211,NA,4.73684210526316,4.83333333333333,5.73684210526316,4.07142857142857
"P_M_Michael_Gove.png",5.65,4.75,5.05,5.33333333333333,5.17647058823529,5.2,5.5625,5.5,4.42105263157895,5.23076923076923,5.15,5.17647058823529,4.875,5.11764705882353,5.15,4.73684210526316,NA,4.26315789473684,5.7,4.33333333333333
"P_M_nigel_farage.png",5.05263157894737,4.42105263157895,5.15789473684211,5.05555555555556,5.6875,4.86666666666667,4.4375,4.94736842105263,4.88888888888889,5,4.63157894736842,5.3125,4.66666666666667,4.5625,5,4.83333333333333,4.26315789473684,NA,5.57894736842105,3.92857142857143
"P_M_Sajid_Javid.png",5.55,5.75,5.7,5.38888888888889,5.82352941176471,5.93333333333333,5.25,5,5.63157894736842,5.38461538461539,5.55,5.76470588235294,5.875,5.47058823529412,5.45,5.73684210526316,5.7,5.57894736842105,NA,5.86666666666667
"P_M_Tony_Blair.png",5.4,4.73333333333333,4.53333333333333,5.61538461538461,4.61538461538461,5.09090909090909,4.83333333333333,5.4,4.4,4.88888888888889,4.6,4.46666666666667,3.76923076923077,4.14285714285714,5.13333333333333,4.07142857142857,4.33333333333333,3.92857142857143,5.86666666666667,NA
