"","E_F_Dawn_Roma_French.png","E_F_Jennifer_Saunders.png","E_F_Julie_Walters.png","E_F_Sarah_Millican.png","E_M_Ewan_McGregor.png","E_M_Jimmy_Carr.png","E_M_Michael_McIntyr.png","E_M_Peter_Kay.png","E_M_Russell_Howard.png","E_M_Simon_Pegg.png","P_F_nicola_sturge.png","P_F_Theresa_May.png","P_M_david_camer.png","P_M_Gordon_Brown.png","P_M_jeremy_corbyn.png","P_M_keir_starmer.png","P_M_Michael_Gove.png","P_M_nigel_farage.png","P_M_Sajid_Javid.png","P_M_Tony_Blair.png"
"E_F_Dawn_Roma_French.png",NA,-0.186838542990622,0.0325492443292615,-0.790991798577327,0.5098710953435,0.671790091637591,-0.417933693645775,0.00710260959932731,0.426550927554671,0.82916017862152,-0.626390206567303,0.0414949564590281,-0.0197702046834146,0.275384875741675,0.628858567296267,0.276311534415993,0.641678762925756,0.0868219340232895,0.532695062938892,0.411917342743862
"E_F_Jennifer_Saunders.png",-0.186838542990622,NA,-2.25842596900759,0.152211136788743,-0.0346272046107919,0.454659575458344,-0.135570774261434,0.237098414313728,-0.48682643901043,0.429627646793302,-1.6623553879057,-1.57143408566646,-0.197644557281737,-0.0511193605501186,0.100222957628966,-0.533884533796441,-0.0764417570373392,-0.436539448518465,0.719959961019786,-0.133422613771351
"E_F_Julie_Walters.png",0.0325492443292615,-2.25842596900759,NA,0.210311600879345,-0.487638585109474,0.316230469051125,0.0717296963568926,0.0994771786360356,-0.207766625045687,0.157514914749019,-1.77411254287928,-2.09061719588105,-0.24307278037369,-0.0323023538198089,0.26244524790799,-0.843840748961972,0.203681500382465,0.175650994603863,0.636138655856306,-0.252568023155504
"E_F_Sarah_Millican.png",-0.790991798577327,0.152211136788743,0.210311600879345,NA,0.5325799704994,0.255535957343146,0.210393653912842,0.0659203083232166,0.201170023693382,0.740429391350059,0.224811966413977,-0.0556248129556776,0.168738263487873,0.796951454336629,0.778762979444736,0.829909308448518,0.256395661963926,0.0631700783060323,0.272290215994565,0.53689793554979
"E_M_Ewan_McGregor.png",0.5098710953435,-0.0346272046107919,-0.487638585109474,0.5325799704994,NA,0.00629423382791408,0.158831582251596,0.104081645764772,-0.943452734179707,0.518937086591923,0.18174800711579,0.201857948216944,-0.631607606008791,-0.174581730118542,-0.517296343373741,-1.01995358593267,0.148679109851781,0.569378336065227,0.774116152361822,-0.254561506900003
"E_M_Jimmy_Carr.png",0.671790091637591,0.454659575458344,0.316230469051125,0.255535957343146,0.00629423382791408,NA,0.427311811749884,0.197429029269766,0.0466536590356474,0.147230354389776,-0.205515851173992,0.560206643552504,0.0979248431978087,-0.318910712964408,0.601000607154913,-0.507199464977109,0.0391036372604275,-0.0675388153981736,0.833097897421387,0.0968625976349442
"E_M_Michael_McIntyr.png",-0.417933693645775,-0.135570774261434,0.0717296963568926,0.210393653912842,0.158831582251596,0.427311811749884,NA,-0.461404538790693,0.091828549602948,0.719210653085522,0.0180099361356074,0.0973851938366156,-1.03380081067841,0.0286264032660799,0.369665907066247,-0.19830665248939,0.47829015929159,-0.641794777712392,0.232801033748828,-0.0917178170562808
"E_M_Peter_Kay.png",0.00710260959932731,0.237098414313728,0.0994771786360356,0.0659203083232166,0.104081645764772,0.197429029269766,-0.461404538790693,NA,0.725864025958533,0.504538340280716,-0.0683614125615006,0.448281040968036,-1.24016208282037,0.509991106107136,0.392135517551191,-0.582489272887845,0.607613040900466,-0.0253247912854681,-0.0320460501186785,0.494426385499761
"E_M_Russell_Howard.png",0.426550927554671,-0.48682643901043,-0.207766625045687,0.201170023693382,-0.943452734179707,0.0466536590356474,0.091828549602948,0.725864025958533,NA,-0.0728864218381866,0.100294065581803,0.20672379664257,0.11698346557531,0.19427056033612,0.464579468044708,-0.359214899917446,-0.619126849100958,-0.0609818893445603,0.604423103762336,-0.403484269167771
"E_M_Simon_Pegg.png",0.82916017862152,0.429627646793302,0.157514914749019,0.740429391350059,0.518937086591923,0.147230354389776,0.719210653085522,0.504538340280716,-0.0728864218381866,NA,0.652424335818806,0.122828203603132,0.343464165474469,0.503151600410731,-0.225868905040603,0.473779700639167,0.113730960004024,-0.0523861745925513,0.319086444938021,-0.0306431987763357
"P_F_nicola_sturge.png",-0.626390206567303,-1.6623553879057,-1.77411254287928,0.224811966413977,0.18174800711579,-0.205515851173992,0.0180099361356074,-0.0683614125615006,0.100294065581803,0.652424335818806,NA,-1.61153098956337,-0.358732410236971,0.307829920252993,0.537057065449995,-0.0546217328628454,0.214076983791629,-0.266207477129314,0.483071568749456,-0.124130788237331
"P_F_Theresa_May.png",0.0414949564590281,-1.57143408566646,-2.09061719588105,-0.0556248129556776,0.201857948216944,0.560206643552504,0.0973851938366156,0.448281040968036,0.20672379664257,0.122828203603132,-1.61153098956337,NA,0.0863157510521942,-0.0279974915487524,-0.406315295240885,-0.0896395957979221,0.172899071595933,0.266443027626758,0.645376213359355,-0.398634507836845
"P_M_david_camer.png",-0.0197702046834146,-0.197644557281737,-0.24307278037369,0.168738263487873,-0.631607606008791,0.0979248431978087,-1.03380081067841,-1.24016208282037,0.11698346557531,0.343464165474469,-0.358732410236971,0.0863157510521942,NA,0.079322106659519,-0.0041515464462007,-0.670029281544512,-0.158045828884601,-0.431417680740125,0.800999643499221,-1.11622167034231
"P_M_Gordon_Brown.png",0.275384875741675,-0.0511193605501186,-0.0323023538198089,0.796951454336629,-0.174581730118542,-0.318910712964408,0.0286264032660799,0.509991106107136,0.19427056033612,0.503151600410731,0.307829920252993,-0.0279974915487524,0.079322106659519,NA,-0.57249014183333,-0.347632372055788,0.209387078593521,-0.382911357529364,0.444779149097118,-0.748181515222942
"P_M_jeremy_corbyn.png",0.628858567296267,0.100222957628966,0.26244524790799,0.778762979444736,-0.517296343373741,0.601000607154913,0.369665907066247,0.392135517551191,0.464579468044708,-0.225868905040603,0.537057065449995,-0.406315295240885,-0.0041515464462007,-0.57249014183333,NA,0.224289749920691,0.221967566918127,-0.0645588978447595,0.405962203984747,0.111105853700189
"P_M_keir_starmer.png",0.276311534415993,-0.533884533796441,-0.843840748961972,0.829909308448518,-1.01995358593267,-0.507199464977109,-0.19830665248939,-0.582489272887845,-0.359214899917446,0.473779700639167,-0.0546217328628454,-0.0896395957979221,-0.670029281544512,-0.347632372055788,0.224289749920691,NA,-0.177681123226251,-0.147371209859017,0.741817869107094,-0.588892693810734
"P_M_Michael_Gove.png",0.641678762925756,-0.0764417570373392,0.203681500382465,0.256395661963926,0.148679109851781,0.0391036372604275,0.47829015929159,0.607613040900466,-0.619126849100958,0.113730960004024,0.214076983791629,0.172899071595933,-0.158045828884601,0.209387078593521,0.221967566918127,-0.177681123226251,NA,-0.560783617317707,0.644346060290634,-0.416954036318705
"P_M_nigel_farage.png",0.0868219340232895,-0.436539448518465,0.175650994603863,0.0631700783060323,0.569378336065227,-0.0675388153981736,-0.641794777712392,-0.0253247912854681,-0.0609818893445603,-0.0523861745925513,-0.266207477129314,0.266443027626758,-0.431417680740125,-0.382911357529364,-0.0645588978447595,-0.147371209859017,-0.560783617317707,NA,0.537275756896292,-0.835537536442778
"P_M_Sajid_Javid.png",0.532695062938892,0.719959961019786,0.636138655856306,0.272290215994565,0.774116152361822,0.833097897421387,0.232801033748828,-0.0320460501186785,0.604423103762336,0.319086444938021,0.483071568749456,0.645376213359355,0.800999643499221,0.444779149097118,0.405962203984747,0.741817869107094,0.644346060290634,0.537275756896292,NA,0.853730136061497
"P_M_Tony_Blair.png",0.411917342743862,-0.133422613771351,-0.252568023155504,0.53689793554979,-0.254561506900003,0.0968625976349442,-0.0917178170562808,0.494426385499761,-0.403484269167771,-0.0306431987763357,-0.124130788237331,-0.398634507836845,-1.11622167034231,-0.748181515222942,0.111105853700189,-0.588892693810734,-0.416954036318705,-0.835537536442778,0.853730136061497,NA
