"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness"
"7624","E_F_Julie_Walters.png","E_M_Ewan_McGregor.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",4,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_F_Julie_Walters.png E_M_Ewan_McGregor.png",-0.86382892931549,"33","Female","right"
"4958","P_M_jeremy_corbyn.png","P_M_Sajid_Javid.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","P_M_jeremy_corbyn.png P_M_Sajid_Javid.png",0.882208268237096,"33","Female","right"
"4134","E_F_Julie_Walters.png","E_M_Russell_Howard.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",4,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_F_Julie_Walters.png E_M_Russell_Howard.png",-0.86382892931549,"33","Female","right"
"3807","E_M_Michael_McIntyr.png","E_M_Peter_Kay.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M",4,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_M_Michael_McIntyr.png E_M_Peter_Kay.png",-0.86382892931549,"33","Female","right"
"2919","E_F_Dawn_Roma_French.png","E_M_Ewan_McGregor.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",5,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_F_Dawn_Roma_French.png E_M_Ewan_McGregor.png",0.00918966946080272,"33","Female","right"
"2594","E_M_Michael_McIntyr.png","P_F_nicola_sturge.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F",4,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_M_Michael_McIntyr.png P_F_nicola_sturge.png",-0.86382892931549,"33","Female","right"
"2483","E_F_Julie_Walters.png","P_M_Michael_Gove.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",5,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_F_Julie_Walters.png P_M_Michael_Gove.png",0.00918966946080272,"33","Female","right"
"2673","E_M_Russell_Howard.png","P_M_Sajid_Javid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_M_Russell_Howard.png P_M_Sajid_Javid.png",0.882208268237096,"33","Female","right"
"3920","E_F_Dawn_Roma_French.png","E_M_Russell_Howard.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",4,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_F_Dawn_Roma_French.png E_M_Russell_Howard.png",-0.86382892931549,"33","Female","right"
"2417","E_M_Michael_McIntyr.png","P_M_keir_starmer.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",3,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_M_Michael_McIntyr.png P_M_keir_starmer.png",-1.73684752809178,"33","Female","right"
"3598","E_F_Julie_Walters.png","E_M_Peter_Kay.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",6,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_F_Julie_Walters.png E_M_Peter_Kay.png",0.882208268237096,"33","Female","right"
"3340","E_F_Sarah_Millican.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M",5,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_F_Sarah_Millican.png P_M_nigel_farage.png",0.00918966946080272,"33","Female","right"
"2608","P_M_david_camer.png","P_M_nigel_farage.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",4,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","P_M_david_camer.png P_M_nigel_farage.png",-0.86382892931549,"33","Female","right"
"2303","E_M_Jimmy_Carr.png","P_M_jeremy_corbyn.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_M_Jimmy_Carr.png P_M_jeremy_corbyn.png",0.882208268237096,"33","Female","right"
"2226","E_M_Simon_Pegg.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",4,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_M_Simon_Pegg.png P_M_nigel_farage.png",-0.86382892931549,"33","Female","right"
"2037","P_M_jeremy_corbyn.png","P_M_nigel_farage.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",5,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","P_M_jeremy_corbyn.png P_M_nigel_farage.png",0.00918966946080272,"33","Female","right"
"4783","E_F_Jennifer_Saunders.png","E_M_Ewan_McGregor.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",5,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_F_Jennifer_Saunders.png E_M_Ewan_McGregor.png",0.00918966946080272,"33","Female","right"
"3535","E_M_Russell_Howard.png","P_F_nicola_sturge.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F",6,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_M_Russell_Howard.png P_F_nicola_sturge.png",0.882208268237096,"33","Female","right"
"4746","E_F_Sarah_Millican.png","E_M_Peter_Kay.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M",3,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_F_Sarah_Millican.png E_M_Peter_Kay.png",-1.73684752809178,"33","Female","right"
"2016","P_M_jeremy_corbyn.png","P_M_keir_starmer.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",6,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","P_M_jeremy_corbyn.png P_M_keir_starmer.png",0.882208268237096,"33","Female","right"
"1884","E_M_Michael_McIntyr.png","P_M_jeremy_corbyn.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_M_Michael_McIntyr.png P_M_jeremy_corbyn.png",0.882208268237096,"33","Female","right"
"3075","E_M_Ewan_McGregor.png","P_M_Sajid_Javid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_M_Ewan_McGregor.png P_M_Sajid_Javid.png",0.882208268237096,"33","Female","right"
"2307","P_M_Michael_Gove.png","P_M_nigel_farage.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M",4,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","P_M_Michael_Gove.png P_M_nigel_farage.png",-0.86382892931549,"33","Female","right"
"1631","E_M_Simon_Pegg.png","P_M_Sajid_Javid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M",6,"5c0d109e73986d0001785b39","07/12/2022, 08:53:14","E_M_Simon_Pegg.png P_M_Sajid_Javid.png",0.882208268237096,"33","Female","right"
