RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2065,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
1850,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
3546,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
8521,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2034,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
35082,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
5253,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2657,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2808,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2004,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2737,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2041,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2833,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
3363,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2897,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
3634,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
3765,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2874,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2441,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
1789,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
4185,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
1912,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
3076,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
3346,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
3350,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
3999,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
4682,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
7157,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
3753,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
9943,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2043,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2220,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
4520,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
5161,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2794,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
7953,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2651,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2970,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
4437,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2772,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2737,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
1861,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2482,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2090,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2346,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2755,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
4090,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2033,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
4753,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
3446,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2217,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
4666,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2254,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
2149,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
file,isFamiliar,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
P_M_Gordon_Brown.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
E_M_Michael_McIntyr.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
E_M_Ewan_McGregor.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
E_M_Jimmy_Carr.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
E_F_Sarah_Millican.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
E_F_Jennifer_Saunders.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
E_M_Russell_Howard.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
P_M_nigel_farage.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
E_F_Dawn_Roma_French.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
P_M_jeremy_corbyn.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
P_M_Tony_Blair.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
P_M_Sajid_Javid.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
P_M_david_camer.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
E_M_Peter_Kay.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
E_M_Simon_Pegg.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
P_F_nicola_sturge.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
P_M_Michael_Gove.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
P_F_Theresa_May.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
P_M_keir_starmer.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
E_F_Julie_Walters.png,1,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
age: 27,gender: Female,handedness: right,61fa936e5719bc09cb834cbe,"07/06/2022, 19:02:11"
