RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1760,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2983,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1647,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1453,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2415,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1902,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1702,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1415,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1335,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1331,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
4711,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1778,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2383,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1811,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1599,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1727,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2751,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1823,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2151,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2031,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
3128,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2074,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1471,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2487,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1655,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1663,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1639,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1287,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1487,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2175,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
3173,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2775,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1391,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1447,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2455,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2868,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2283,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1463,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1434,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1615,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1331,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
4422,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1623,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2223,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
3466,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1961,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
2406,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
1750,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
file,isFamiliar,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
P_M_Tony_Blair.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
E_M_Simon_Pegg.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
P_M_david_camer.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
E_M_Russell_Howard.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
E_M_Ewan_McGregor.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
P_M_Gordon_Brown.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
P_M_keir_starmer.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
E_F_Sarah_Millican.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
E_M_Michael_McIntyr.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
E_M_Peter_Kay.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
E_F_Julie_Walters.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
E_F_Jennifer_Saunders.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
P_F_Theresa_May.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
P_F_nicola_sturge.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
P_M_jeremy_corbyn.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
P_M_nigel_farage.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
P_M_Michael_Gove.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
P_M_Sajid_Javid.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
E_M_Jimmy_Carr.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
E_F_Dawn_Roma_French.png,1,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
age: 32,gender: Female,handedness: right,5b979717ef16e40001c09329,"07/06/2022, 18:52:57"
