RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
6674,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
4005,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
4033,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
3783,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
4053,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
3718,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
5688,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
3427,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
2933,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
9673,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
7855,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
2679,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
2442,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
2305,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
3171,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
2898,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
3928,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
2175,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
4612,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
6387,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
3955,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
3664,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
6231,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
5819,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
7308,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
5209,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
11316,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
3124,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
file,isFamiliar,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
E_M_Michael_McIntyr.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
P_M_Tony_Blair.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
E_M_Simon_Pegg.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
E_F_Dawn_Roma_French.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
P_M_jeremy_corbyn.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
E_F_Julie_Walters.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
P_M_Sajid_Javid.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
P_F_Theresa_May.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
E_F_Sarah_Millican.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
P_F_nicola_sturge.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
E_M_Peter_Kay.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
P_M_Michael_Gove.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
P_M_nigel_farage.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
P_M_Gordon_Brown.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
E_M_Russell_Howard.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
E_M_Ewan_McGregor.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
P_M_david_camer.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
E_F_Jennifer_Saunders.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
P_M_keir_starmer.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
E_M_Jimmy_Carr.png,1,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
age: 35,gender: Female,handedness: right,60fedccd65da849fc08a6498,"07/06/2022, 19:04:59"
