"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","normlised_keyPress","age","gender","handedness","participant","isFamiliar_img1","isFamiliar_img2","vividness_img1","vividness_img2","reject_trial","pair"
3544,"E_F_shiri.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6",1.07940629865314,"23","F","right","8920",1,1,1,2,FALSE,"E_F_shiri.png P_F_michaeli.png"
3954,"E_F_galit_gutman.png","P_M_gantz.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,3,1,FALSE,"E_F_galit_gutman.png P_M_gantz.png"
3288,"E_M_liorA.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6",1.07940629865314,"23","F","right","8920",1,1,2,2,FALSE,"E_M_liorA.png P_F_michaeli.png"
3224,"E_M_danker.png","P_M_saar.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.302560856440653,"23","F","right","8920",1,1,1,3,FALSE,"E_M_danker.png P_M_saar.png"
3751,"E_F_ilanit.png","P_F_staiv.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","5",0.302560856440653,"23","F","right","8920",1,1,1,2,FALSE,"E_F_ilanit.png P_F_staiv.png"
5769,"E_F_ninet.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.302560856440653,"23","F","right","8920",1,1,2,2,FALSE,"E_F_ninet.png P_M_buji.png"
5441,"E_M_ido.png","P_F_shaked.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","4",-0.474284585771834,"23","F","right","8920",1,1,2,1,FALSE,"E_M_ido.png P_F_shaked.png"
3803,"P_F_michaeli.png","P_M_gantz.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","5",0.302560856440653,"23","F","right","8920",1,1,2,1,FALSE,"P_F_michaeli.png P_M_gantz.png"
5428,"E_F_galit_gutman.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.302560856440653,"23","F","right","8920",1,1,3,2,FALSE,"E_F_galit_gutman.png P_M_smut.png"
5167,"P_M_benet.png","P_M_saar.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,1,3,FALSE,"P_M_benet.png P_M_saar.png"
7338,"E_F_ilanit.png","E_M_yuda.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","4",-0.474284585771834,"23","F","right","8920",1,1,1,1,FALSE,"E_F_ilanit.png E_M_yuda.png"
5443,"P_M_benet.png","P_M_smut.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","5",0.302560856440653,"23","F","right","8920",1,1,1,2,FALSE,"P_M_benet.png P_M_smut.png"
3240,"E_F_galit_gutman.png","P_F_staiv.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","5",0.302560856440653,"23","F","right","8920",1,1,3,2,FALSE,"E_F_galit_gutman.png P_F_staiv.png"
5003,"E_F_ninet.png","E_F_rotem_sela.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","2",-2.02797547019681,"23","F","right","8920",1,1,2,1,FALSE,"E_F_ninet.png E_F_rotem_sela.png"
5522,"E_F_ninet.png","E_M_danker.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","3",-1.25113002798432,"23","F","right","8920",1,1,2,1,FALSE,"E_F_ninet.png E_M_danker.png"
4107,"E_F_galit_gutman.png","P_M_lapid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","4",-0.474284585771834,"23","F","right","8920",1,1,3,1,FALSE,"E_F_galit_gutman.png P_M_lapid.png"
4552,"E_M_asi.png","P_F_staiv.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","2",-2.02797547019681,"23","F","right","8920",1,1,1,2,FALSE,"E_M_asi.png P_F_staiv.png"
3281,"E_F_galit_gutman.png","E_M_asi.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","4",-0.474284585771834,"23","F","right","8920",1,1,3,1,FALSE,"E_F_galit_gutman.png E_M_asi.png"
4474,"E_M_ido.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.302560856440653,"23","F","right","8920",1,1,2,2,FALSE,"E_M_ido.png P_M_smut.png"
3160,"P_F_regev.png","P_M_buji.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,1,2,FALSE,"P_F_regev.png P_M_buji.png"
5124,"P_F_staiv.png","P_M_lapid.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","5",0.302560856440653,"23","F","right","8920",1,1,2,1,FALSE,"P_F_staiv.png P_M_lapid.png"
4256,"E_F_rotem_sela.png","P_M_lapid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.302560856440653,"23","F","right","8920",1,1,1,1,FALSE,"E_F_rotem_sela.png P_M_lapid.png"
3468,"E_M_danker.png","E_M_yuda.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","3",-1.25113002798432,"23","F","right","8920",1,1,1,1,FALSE,"E_M_danker.png E_M_yuda.png"
4137,"E_F_rotem_sela.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","5",0.302560856440653,"23","F","right","8920",1,1,1,2,FALSE,"E_F_rotem_sela.png P_F_michaeli.png"
3140,"E_M_danker.png","P_F_staiv.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","5",0.302560856440653,"23","F","right","8920",1,1,1,2,FALSE,"E_M_danker.png P_F_staiv.png"
3771,"E_F_rotem_sela.png","E_M_liorA.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","2",-2.02797547019681,"23","F","right","8920",1,1,1,2,FALSE,"E_F_rotem_sela.png E_M_liorA.png"
2968,"E_F_ninet.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.302560856440653,"23","F","right","8920",1,1,2,2,FALSE,"E_F_ninet.png P_M_smut.png"
4536,"E_M_ido.png","E_M_liorA.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","3",-1.25113002798432,"23","F","right","8920",1,1,2,2,FALSE,"E_M_ido.png E_M_liorA.png"
3824,"E_F_shiri.png","E_M_asi.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","3",-1.25113002798432,"23","F","right","8920",1,1,1,1,FALSE,"E_F_shiri.png E_M_asi.png"
4451,"P_F_staiv.png","P_M_saar.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","5",0.302560856440653,"23","F","right","8920",1,1,2,3,FALSE,"P_F_staiv.png P_M_saar.png"
3663,"E_M_liorA.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","3",-1.25113002798432,"23","F","right","8920",1,1,2,2,FALSE,"E_M_liorA.png P_M_buji.png"
4066,"P_M_buji.png","P_M_smut.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","3",-1.25113002798432,"23","F","right","8920",1,1,2,2,FALSE,"P_M_buji.png P_M_smut.png"
3637,"E_M_yuda.png","P_F_shaked.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","3",-1.25113002798432,"23","F","right","8920",1,1,1,1,FALSE,"E_M_yuda.png P_F_shaked.png"
4890,"E_M_yuda.png","P_M_benet.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"E_M_yuda.png P_M_benet.png"
3831,"E_M_liorA.png","P_M_lapid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4",-0.474284585771834,"23","F","right","8920",1,1,2,1,FALSE,"E_M_liorA.png P_M_lapid.png"
5346,"E_M_yuda.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","4",-0.474284585771834,"23","F","right","8920",1,1,1,2,FALSE,"E_M_yuda.png P_F_michaeli.png"
2898,"P_M_gantz.png","P_M_benet.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"P_M_benet.png P_M_gantz.png"
3716,"E_F_ninet.png","P_M_gantz.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.302560856440653,"23","F","right","8920",1,1,2,1,FALSE,"E_F_ninet.png P_M_gantz.png"
3264,"E_M_ido.png","P_M_benet.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,2,1,FALSE,"E_M_ido.png P_M_benet.png"
5027,"E_F_rotem_sela.png","E_M_danker.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","4",-0.474284585771834,"23","F","right","8920",1,1,1,1,FALSE,"E_F_rotem_sela.png E_M_danker.png"
3674,"E_F_ilanit.png","P_F_regev.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"E_F_ilanit.png P_F_regev.png"
4883,"E_F_galit_gutman.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.302560856440653,"23","F","right","8920",1,1,3,2,FALSE,"E_F_galit_gutman.png P_M_buji.png"
2829,"P_M_lapid.png","P_M_saar.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,1,3,FALSE,"P_M_lapid.png P_M_saar.png"
3065,"E_F_shiri.png","P_F_regev.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"E_F_shiri.png P_F_regev.png"
3769,"E_M_asi.png","E_M_yuda.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","5",0.302560856440653,"23","F","right","8920",1,1,1,1,FALSE,"E_M_asi.png E_M_yuda.png"
3514,"E_F_galit_gutman.png","E_M_yuda.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","5",0.302560856440653,"23","F","right","8920",1,1,3,1,FALSE,"E_F_galit_gutman.png E_M_yuda.png"
4661,"E_M_asi.png","P_M_benet.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"E_M_asi.png P_M_benet.png"
3293,"E_F_galit_gutman.png","E_M_liorA.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","4",-0.474284585771834,"23","F","right","8920",1,1,3,2,FALSE,"E_F_galit_gutman.png E_M_liorA.png"
3420,"E_M_danker.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.302560856440653,"23","F","right","8920",1,1,1,2,FALSE,"E_M_danker.png P_M_buji.png"
3406,"E_M_yuda.png","P_F_regev.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"E_M_yuda.png P_F_regev.png"
3538,"E_F_galit_gutman.png","E_F_ninet.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","5",0.302560856440653,"23","F","right","8920",1,1,3,2,FALSE,"E_F_galit_gutman.png E_F_ninet.png"
3537,"E_M_asi.png","P_M_lapid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"E_M_asi.png P_M_lapid.png"
3569,"E_F_ilanit.png","P_M_benet.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"E_F_ilanit.png P_M_benet.png"
4133,"E_F_ilanit.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6",1.07940629865314,"23","F","right","8920",1,1,1,2,FALSE,"E_F_ilanit.png P_F_michaeli.png"
2876,"P_F_regev.png","P_M_lapid.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"P_F_regev.png P_M_lapid.png"
2948,"P_F_shaked.png","P_F_staiv.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","6",1.07940629865314,"23","F","right","8920",1,1,1,2,FALSE,"P_F_shaked.png P_F_staiv.png"
4359,"E_F_rotem_sela.png","P_M_gantz.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","3",-1.25113002798432,"23","F","right","8920",1,1,1,1,FALSE,"E_F_rotem_sela.png P_M_gantz.png"
2890,"E_M_asi.png","E_M_danker.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","5",0.302560856440653,"23","F","right","8920",1,1,1,1,FALSE,"E_M_asi.png E_M_danker.png"
2567,"P_F_regev.png","P_M_gantz.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"P_F_regev.png P_M_gantz.png"
2770,"P_F_michaeli.png","P_M_buji.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,2,2,FALSE,"P_F_michaeli.png P_M_buji.png"
3737,"E_M_yuda.png","P_M_lapid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"E_M_yuda.png P_M_lapid.png"
6886,"E_M_danker.png","E_M_ido.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","5",0.302560856440653,"23","F","right","8920",1,1,1,2,FALSE,"E_M_danker.png E_M_ido.png"
3121,"E_M_asi.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6",1.07940629865314,"23","F","right","8920",1,1,1,2,FALSE,"E_M_asi.png P_F_michaeli.png"
4658,"E_F_rotem_sela.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","3",-1.25113002798432,"23","F","right","8920",1,1,1,2,FALSE,"E_F_rotem_sela.png P_M_smut.png"
3134,"E_F_shiri.png","P_F_shaked.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"E_F_shiri.png P_F_shaked.png"
5250,"P_F_regev.png","P_M_smut.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,1,2,FALSE,"P_F_regev.png P_M_smut.png"
4066,"P_M_gantz.png","P_M_saar.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,1,3,FALSE,"P_M_gantz.png P_M_saar.png"
2388,"E_F_shiri.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.302560856440653,"23","F","right","8920",1,1,1,2,FALSE,"E_F_shiri.png P_M_buji.png"
1932,"P_F_shaked.png","P_M_benet.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"P_F_shaked.png P_M_benet.png"
2691,"E_F_rotem_sela.png","E_M_ido.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","3",-1.25113002798432,"23","F","right","8920",1,1,1,2,FALSE,"E_F_rotem_sela.png E_M_ido.png"
3750,"E_F_ninet.png","E_M_ido.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","4",-0.474284585771834,"23","F","right","8920",1,1,2,2,FALSE,"E_F_ninet.png E_M_ido.png"
3136,"E_M_danker.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","5",0.302560856440653,"23","F","right","8920",1,1,1,2,FALSE,"E_M_danker.png P_F_michaeli.png"
2083,"P_M_lapid.png","P_M_smut.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,1,2,FALSE,"P_M_lapid.png P_M_smut.png"
5334,"E_F_ninet.png","P_F_shaked.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","3",-1.25113002798432,"23","F","right","8920",1,1,2,1,FALSE,"E_F_ninet.png P_F_shaked.png"
2814,"E_M_ido.png","P_M_gantz.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4",-0.474284585771834,"23","F","right","8920",1,1,2,1,FALSE,"E_M_ido.png P_M_gantz.png"
2503,"E_F_ilanit.png","P_M_gantz.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.302560856440653,"23","F","right","8920",1,1,1,1,FALSE,"E_F_ilanit.png P_M_gantz.png"
4482,"P_F_shaked.png","P_M_smut.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","3",-1.25113002798432,"23","F","right","8920",1,1,1,2,FALSE,"P_F_shaked.png P_M_smut.png"
2437,"E_F_galit_gutman.png","E_M_danker.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","4",-0.474284585771834,"23","F","right","8920",1,1,3,1,FALSE,"E_F_galit_gutman.png E_M_danker.png"
2175,"E_M_asi.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,1,2,FALSE,"E_M_asi.png P_M_buji.png"
3929,"E_M_danker.png","E_M_liorA.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","4",-0.474284585771834,"23","F","right","8920",1,1,1,2,FALSE,"E_M_danker.png E_M_liorA.png"
2605,"E_M_yuda.png","P_M_saar.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","3",-1.25113002798432,"23","F","right","8920",1,1,1,3,FALSE,"E_M_yuda.png P_M_saar.png"
2154,"P_F_regev.png","P_M_benet.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"P_F_regev.png P_M_benet.png"
2252,"P_F_michaeli.png","P_M_lapid.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,2,1,FALSE,"P_F_michaeli.png P_M_lapid.png"
3405,"E_M_yuda.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.302560856440653,"23","F","right","8920",1,1,1,2,FALSE,"E_M_yuda.png P_M_buji.png"
2290,"E_F_shiri.png","P_M_lapid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"E_F_shiri.png P_M_lapid.png"
3790,"E_M_ido.png","P_M_lapid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,2,1,FALSE,"E_M_ido.png P_M_lapid.png"
3191,"P_F_regev.png","P_F_shaked.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"P_F_regev.png P_F_shaked.png"
2626,"E_M_ido.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.302560856440653,"23","F","right","8920",1,1,2,2,FALSE,"E_M_ido.png P_M_buji.png"
3294,"E_M_asi.png","E_M_ido.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","4",-0.474284585771834,"23","F","right","8920",1,1,1,2,FALSE,"E_M_asi.png E_M_ido.png"
3648,"E_F_galit_gutman.png","E_F_rotem_sela.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","3",-1.25113002798432,"23","F","right","8920",1,1,3,1,FALSE,"E_F_galit_gutman.png E_F_rotem_sela.png"
2770,"E_F_rotem_sela.png","P_F_staiv.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","3",-1.25113002798432,"23","F","right","8920",1,1,1,2,FALSE,"E_F_rotem_sela.png P_F_staiv.png"
5503,"E_F_ilanit.png","E_F_shiri.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","3",-1.25113002798432,"23","F","right","8920",1,1,1,1,FALSE,"E_F_ilanit.png E_F_shiri.png"
8290,"E_F_shiri.png","P_F_staiv.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","4",-0.474284585771834,"23","F","right","8920",1,1,1,2,FALSE,"E_F_shiri.png P_F_staiv.png"
4878,"E_M_liorA.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","3",-1.25113002798432,"23","F","right","8920",1,1,2,2,FALSE,"E_M_liorA.png P_M_smut.png"
2995,"E_F_ninet.png","E_F_shiri.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","4",-0.474284585771834,"23","F","right","8920",1,1,2,1,FALSE,"E_F_ninet.png E_F_shiri.png"
4103,"E_F_shiri.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.302560856440653,"23","F","right","8920",1,1,1,2,FALSE,"E_F_shiri.png P_M_smut.png"
3365,"E_M_liorA.png","P_F_shaked.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","2",-2.02797547019681,"23","F","right","8920",1,1,2,1,FALSE,"E_M_liorA.png P_F_shaked.png"
2750,"E_M_danker.png","P_M_benet.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,1,1,FALSE,"E_M_danker.png P_M_benet.png"
3351,"E_M_asi.png","E_M_liorA.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","2",-2.02797547019681,"23","F","right","8920",1,1,1,2,FALSE,"E_M_asi.png E_M_liorA.png"
2419,"E_F_rotem_sela.png","E_M_yuda.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","5",0.302560856440653,"23","F","right","8920",1,1,1,1,FALSE,"E_F_rotem_sela.png E_M_yuda.png"
2080,"E_F_ilanit.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,1,2,FALSE,"E_F_ilanit.png P_M_smut.png"
3253,"E_F_shiri.png","E_M_ido.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6",1.07940629865314,"23","F","right","8920",1,1,1,2,FALSE,"E_F_shiri.png E_M_ido.png"
3391,"E_F_galit_gutman.png","E_F_shiri.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","3",-1.25113002798432,"23","F","right","8920",1,1,3,1,FALSE,"E_F_galit_gutman.png E_F_shiri.png"
2789,"E_F_galit_gutman.png","P_M_saar.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","4",-0.474284585771834,"23","F","right","8920",1,1,3,3,FALSE,"E_F_galit_gutman.png P_M_saar.png"
1934,"E_M_liorA.png","P_M_benet.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6",1.07940629865314,"23","F","right","8920",1,1,2,1,FALSE,"E_M_liorA.png P_M_benet.png"
4107,"E_F_ilanit.png","E_M_asi.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","4",-0.474284585771834,"23","F","right","8920",1,1,1,1,FALSE,"E_F_ilanit.png E_M_asi.png"
1869,"P_F_michaeli.png","P_M_benet.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6",1.07940629865314,"23","F","right","8920",1,1,2,1,FALSE,"P_F_michaeli.png P_M_benet.png"
3545,"P_F_michaeli.png","P_F_shaked.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","6",1.07940629865314,"23","F","right","8920",1,1,2,1,FALSE,"P_F_michaeli.png P_F_shaked.png"
2978,"E_F_ilanit.png","E_F_rotem_sela.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","4",-0.474284585771834,"23","F","right","8920",1,1,1,1,FALSE,"E_F_ilanit.png E_F_rotem_sela.png"
3097,"E_M_yuda.png","P_M_gantz.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4",-0.474284585771834,"23","F","right","8920",1,1,1,1,FALSE,"E_M_yuda.png P_M_gantz.png"
