"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","normlised_keyPress","age","gender","handedness","participant","isFamiliar_img1","isFamiliar_img2","vividness_img1","vividness_img2","reject_trial","pair"
3884,"E_M_asi.png","P_F_regev.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_asi.png P_F_regev.png"
3175,"E_M_yuda.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_M_yuda.png P_M_smut.png"
4551,"E_F_galit_gutman.png","E_F_ninet.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","4",-0.00336270890573074,"22","F","right","30214",1,1,0,0,FALSE,"E_F_galit_gutman.png E_F_ninet.png"
5072,"E_M_liorA.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_liorA.png P_M_smut.png"
4614,"P_M_benet.png","P_M_buji.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"P_M_benet.png P_M_buji.png"
4186,"E_F_rotem_sela.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_rotem_sela.png P_M_buji.png"
6993,"P_F_michaeli.png","P_F_staiv.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"P_F_michaeli.png P_F_staiv.png"
5877,"E_F_ilanit.png","P_M_gantz.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ilanit.png P_M_gantz.png"
3447,"E_F_shiri.png","E_M_yuda.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"E_F_shiri.png E_M_yuda.png"
5964,"P_F_regev.png","P_M_benet.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"P_F_regev.png P_M_benet.png"
2625,"P_F_staiv.png","P_M_saar.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"P_F_staiv.png P_M_saar.png"
6134,"E_F_rotem_sela.png","P_F_staiv.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_rotem_sela.png P_F_staiv.png"
3241,"E_F_galit_gutman.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_galit_gutman.png P_M_buji.png"
14064,"E_M_ido.png","P_F_staiv.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_M_ido.png P_F_staiv.png"
6057,"E_F_ninet.png","P_M_lapid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ninet.png P_M_lapid.png"
2934,"E_F_ilanit.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ilanit.png P_M_smut.png"
3281,"E_F_shiri.png","P_M_saar.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_shiri.png P_M_saar.png"
6269,"E_F_galit_gutman.png","E_F_ilanit.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","1",-1.92010678517233,"22","F","right","30214",1,1,0,0,FALSE,"E_F_galit_gutman.png E_F_ilanit.png"
5113,"E_F_rotem_sela.png","P_F_regev.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_rotem_sela.png P_F_regev.png"
5462,"E_M_asi.png","P_F_shaked.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_M_asi.png P_F_shaked.png"
6042,"E_F_rotem_sela.png","P_M_lapid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_F_rotem_sela.png P_M_lapid.png"
7604,"E_M_yuda.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_M_yuda.png P_M_buji.png"
3889,"E_F_ninet.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ninet.png P_F_michaeli.png"
7639,"P_M_benet.png","P_M_saar.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"P_M_benet.png P_M_saar.png"
8899,"E_M_liorA.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_liorA.png P_F_michaeli.png"
4508,"P_F_michaeli.png","P_M_buji.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"P_F_michaeli.png P_M_buji.png"
4411,"E_M_danker.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_M_danker.png P_M_buji.png"
5167,"E_F_rotem_sela.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_F_rotem_sela.png P_F_michaeli.png"
14632,"P_F_regev.png","P_M_smut.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"P_F_regev.png P_M_smut.png"
7628,"E_M_liorA.png","P_M_benet.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_liorA.png P_M_benet.png"
3580,"E_M_ido.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_M_ido.png P_F_michaeli.png"
5755,"P_F_shaked.png","P_M_benet.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"P_F_shaked.png P_M_benet.png"
4154,"E_F_rotem_sela.png","P_M_saar.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_rotem_sela.png P_M_saar.png"
3962,"E_F_rotem_sela.png","E_F_shiri.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"E_F_rotem_sela.png E_F_shiri.png"
4516,"P_F_michaeli.png","P_F_regev.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"P_F_michaeli.png P_F_regev.png"
3099,"E_F_ninet.png","E_F_rotem_sela.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ninet.png E_F_rotem_sela.png"
5448,"P_M_buji.png","P_M_smut.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"P_M_buji.png P_M_smut.png"
16830,"E_F_galit_gutman.png","P_F_staiv.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"E_F_galit_gutman.png P_F_staiv.png"
14640,"E_M_ido.png","P_M_benet.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_ido.png P_M_benet.png"
3543,"P_F_michaeli.png","P_M_benet.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"P_F_michaeli.png P_M_benet.png"
3207,"P_F_staiv.png","P_M_benet.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"P_F_staiv.png P_M_benet.png"
5743,"E_F_galit_gutman.png","E_M_yuda.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"E_F_galit_gutman.png E_M_yuda.png"
3378,"E_F_galit_gutman.png","E_M_ido.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"E_F_galit_gutman.png E_M_ido.png"
4016,"E_M_danker.png","P_M_gantz.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_danker.png P_M_gantz.png"
12982,"E_F_ilanit.png","P_M_benet.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ilanit.png P_M_benet.png"
2900,"E_F_ninet.png","P_M_saar.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ninet.png P_M_saar.png"
3646,"E_M_asi.png","E_M_yuda.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"E_M_asi.png E_M_yuda.png"
16286,"E_M_asi.png","E_M_ido.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"E_M_asi.png E_M_ido.png"
19655,"P_F_shaked.png","P_F_staiv.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"P_F_shaked.png P_F_staiv.png"
4683,"E_F_ninet.png","E_M_ido.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ninet.png E_M_ido.png"
8488,"E_M_danker.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4",-0.00336270890573074,"22","F","right","30214",1,1,0,0,FALSE,"E_M_danker.png P_M_smut.png"
5386,"E_F_ilanit.png","P_F_shaked.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","4",-0.00336270890573074,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ilanit.png P_F_shaked.png"
4869,"E_M_ido.png","P_F_shaked.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_ido.png P_F_shaked.png"
3633,"E_M_yuda.png","P_M_saar.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_yuda.png P_M_saar.png"
33265,"E_F_ilanit.png","E_F_rotem_sela.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,TRUE,"E_F_ilanit.png E_F_rotem_sela.png"
4168,"E_F_ninet.png","E_M_liorA.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ninet.png E_M_liorA.png"
13320,"P_M_lapid.png","P_M_saar.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"P_M_lapid.png P_M_saar.png"
10797,"E_F_shiri.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_shiri.png P_M_buji.png"
24082,"E_M_yuda.png","P_F_shaked.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_yuda.png P_F_shaked.png"
5481,"E_F_shiri.png","E_M_liorA.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"E_F_shiri.png E_M_liorA.png"
3097,"E_F_shiri.png","E_M_ido.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"E_F_shiri.png E_M_ido.png"
18618,"P_F_regev.png","P_F_shaked.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"P_F_regev.png P_F_shaked.png"
17072,"P_F_staiv.png","P_M_smut.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"P_F_staiv.png P_M_smut.png"
8976,"E_F_galit_gutman.png","E_M_danker.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"E_F_galit_gutman.png E_M_danker.png"
35366,"E_F_shiri.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","4",-0.00336270890573074,"22","F","right","30214",1,1,0,0,TRUE,"E_F_shiri.png P_F_michaeli.png"
8544,"E_M_asi.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_asi.png P_M_smut.png"
20098,"E_M_ido.png","P_M_smut.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_ido.png P_M_smut.png"
17262,"P_F_shaked.png","P_M_saar.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","4",-0.00336270890573074,"22","F","right","30214",1,1,0,0,FALSE,"P_F_shaked.png P_M_saar.png"
13976,"E_M_yuda.png","P_M_lapid.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4",-0.00336270890573074,"22","F","right","30214",1,1,0,0,FALSE,"E_M_yuda.png P_M_lapid.png"
6868,"P_F_shaked.png","P_M_smut.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"P_F_shaked.png P_M_smut.png"
17667,"E_F_ilanit.png","E_M_danker.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ilanit.png E_M_danker.png"
5245,"E_F_ilanit.png","E_M_liorA.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ilanit.png E_M_liorA.png"
22647,"E_F_galit_gutman.png","E_F_shiri.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"E_F_galit_gutman.png E_F_shiri.png"
15929,"E_F_galit_gutman.png","E_F_rotem_sela.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","1",-1.92010678517233,"22","F","right","30214",1,1,0,0,FALSE,"E_F_galit_gutman.png E_F_rotem_sela.png"
4254,"E_M_liorA.png","P_F_regev.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_liorA.png P_F_regev.png"
3713,"P_F_michaeli.png","P_F_shaked.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","F","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"P_F_michaeli.png P_F_shaked.png"
3418,"E_F_galit_gutman.png","P_F_regev.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","4",-0.00336270890573074,"22","F","right","30214",1,1,0,0,FALSE,"E_F_galit_gutman.png P_F_regev.png"
7324,"P_F_staiv.png","P_M_buji.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","4",-0.00336270890573074,"22","F","right","30214",1,1,0,0,FALSE,"P_F_staiv.png P_M_buji.png"
2888,"E_F_ninet.png","P_M_buji.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ninet.png P_M_buji.png"
1674,"E_M_ido.png","P_M_saar.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_ido.png P_M_saar.png"
3830,"E_F_galit_gutman.png","P_M_benet.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_galit_gutman.png P_M_benet.png"
3382,"E_F_shiri.png","P_F_staiv.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_F_shiri.png P_F_staiv.png"
2203,"E_F_rotem_sela.png","P_M_benet.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_rotem_sela.png P_M_benet.png"
2592,"E_M_danker.png","P_F_shaked.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_M_danker.png P_F_shaked.png"
4049,"P_F_michaeli.png","P_M_gantz.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","4",-0.00336270890573074,"22","F","right","30214",1,1,0,0,FALSE,"P_F_michaeli.png P_M_gantz.png"
3099,"E_M_asi.png","P_M_saar.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_M_asi.png P_M_saar.png"
3802,"E_F_ilanit.png","P_F_michaeli.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_F_ilanit.png P_F_michaeli.png"
2832,"E_F_rotem_sela.png","E_M_danker.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"E_F_rotem_sela.png E_M_danker.png"
1587,"E_M_asi.png","E_M_danker.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","2",-1.28119209308346,"22","F","right","30214",1,1,0,0,FALSE,"E_M_asi.png E_M_danker.png"
4873,"E_M_liorA.png","P_F_shaked.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_M_liorA.png P_F_shaked.png"
10643,"E_F_shiri.png","P_M_benet.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_shiri.png P_M_benet.png"
5202,"E_M_danker.png","E_M_yuda.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","3",-0.642277400994596,"22","F","right","30214",1,1,0,0,FALSE,"E_M_danker.png E_M_yuda.png"
2537,"E_M_yuda.png","P_F_staiv.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_M_yuda.png P_F_staiv.png"
3964,"E_F_galit_gutman.png","P_M_saar.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6",1.274466675272,"22","F","right","30214",1,1,0,0,FALSE,"E_F_galit_gutman.png P_M_saar.png"
3287,"E_F_rotem_sela.png","P_F_shaked.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","5",0.635551983183134,"22","F","right","30214",1,1,0,0,FALSE,"E_F_rotem_sela.png P_F_shaked.png"
