"file","isFamiliar","age","gender","handedness","participant"
"E_F_shiri.png","0","35","Female","right","56bb5211724769000db74a25"
"E_F_ninet.png","0","35","Female","right","56bb5211724769000db74a25"
"P_M_buji.png","0","35","Female","right","56bb5211724769000db74a25"
"P_M_smut.png","0","35","Female","right","56bb5211724769000db74a25"
"E_F_ilanit.png","0","35","Female","right","56bb5211724769000db74a25"
"P_M_lapid.png","0","35","Female","right","56bb5211724769000db74a25"
"E_M_asi.png","0","35","Female","right","56bb5211724769000db74a25"
"P_F_shaked.png","0","35","Female","right","56bb5211724769000db74a25"
"E_M_yuda.png","0","35","Female","right","56bb5211724769000db74a25"
"P_F_regev.png","0","35","Female","right","56bb5211724769000db74a25"
"P_M_gantz.png","0","35","Female","right","56bb5211724769000db74a25"
"P_F_staiv.png","0","35","Female","right","56bb5211724769000db74a25"
"E_M_danker.png","0","35","Female","right","56bb5211724769000db74a25"
"E_M_ido.png","0","35","Female","right","56bb5211724769000db74a25"
"P_M_benet.png","0","35","Female","right","56bb5211724769000db74a25"
"P_F_michaeli.png","0","35","Female","right","56bb5211724769000db74a25"
"E_F_rotem_sela.png","0","35","Female","right","56bb5211724769000db74a25"
"P_M_saar.png","0","35","Female","right","56bb5211724769000db74a25"
"E_F_galit_gutman.png","0","35","Female","right","56bb5211724769000db74a25"
"E_M_liorA.png","0","35","Female","right","56bb5211724769000db74a25"
"E_F_ilanit.png","0","33","Female","right","6129023453eba588abd544c0"
"P_M_benet.png","0","33","Female","right","6129023453eba588abd544c0"
"P_F_regev.png","0","33","Female","right","6129023453eba588abd544c0"
"P_M_buji.png","0","33","Female","right","6129023453eba588abd544c0"
"E_M_asi.png","0","33","Female","right","6129023453eba588abd544c0"
"P_F_staiv.png","0","33","Female","right","6129023453eba588abd544c0"
"P_M_lapid.png","0","33","Female","right","6129023453eba588abd544c0"
"E_F_galit_gutman.png","0","33","Female","right","6129023453eba588abd544c0"
"P_F_shaked.png","0","33","Female","right","6129023453eba588abd544c0"
"E_F_rotem_sela.png","0","33","Female","right","6129023453eba588abd544c0"
"E_M_liorA.png","0","33","Female","right","6129023453eba588abd544c0"
"P_M_saar.png","0","33","Female","right","6129023453eba588abd544c0"
"E_F_shiri.png","0","33","Female","right","6129023453eba588abd544c0"
"E_M_yuda.png","1","33","Female","right","6129023453eba588abd544c0"
"E_M_ido.png","0","33","Female","right","6129023453eba588abd544c0"
"E_F_ninet.png","0","33","Female","right","6129023453eba588abd544c0"
"P_F_michaeli.png","0","33","Female","right","6129023453eba588abd544c0"
"P_M_gantz.png","0","33","Female","right","6129023453eba588abd544c0"
"E_M_danker.png","0","33","Female","right","6129023453eba588abd544c0"
"P_M_smut.png","0","33","Female","right","6129023453eba588abd544c0"
"E_F_ilanit.png","0","33","Male","left","5edbf6a29a8d508920c14f6c"
"E_M_ido.png","0","33","Male","left","5edbf6a29a8d508920c14f6c"
