"","E_F_galit_gutman.png","E_F_ilanit.png","E_F_ninet.png","E_F_rotem_sela.png","E_F_shiri.png","E_M_asi.png","E_M_danker.png","E_M_ido.png","E_M_liorA.png","E_M_yuda.png","P_F_michaeli.png","P_F_regev.png","P_F_shaked.png","P_F_staiv.png","P_M_benet.png","P_M_buji.png","P_M_gantz.png","P_M_lapid.png","P_M_saar.png","P_M_smut.png"
"E_F_galit_gutman.png",NA,-1.45063378554331,-0.542549935904143,-1.27951219923155,-0.582751896130881,-0.408224049083658,-0.567456963662317,-0.345667034344921,0.0583089037679262,-0.485847313184487,0.431360115827945,0.498332087065084,0.515476742398442,0.596687108833068,0.733486687515144,0.918951525798294,0.819316750437757,0.414835476699613,0.653264676066607,0.900843075938648
"E_F_ilanit.png",-1.45063378554331,NA,-0.118707143002056,-1.18664273853602,-0.391275925633533,-0.658532761568612,-0.466301309537111,-0.385927914440783,-0.0899896149308161,-0.877113777768466,0.198922475838031,0.444708241540675,0.111708552976465,0.636670686924904,0.82256047645455,0.839235190130522,0.728377487835681,0.405436310573853,0.597105453357336,0.957249218488336
"E_F_ninet.png",-0.542549935904143,-0.118707143002056,NA,-0.845463904013433,-1.55242913471277,-0.907375970161024,-1.32033586347698,-0.259035647064813,-0.0348932246943231,-0.984233989025925,0.566201778887513,0.593223036440091,0.45043362548117,0.467155441428095,0.87735521159995,0.898282330749752,0.825405605293936,0.821542560945189,0.883561403488248,1.11793596317233
"E_F_rotem_sela.png",-1.27951219923155,-1.18664273853602,-0.845463904013433,NA,-0.918412864230527,-1.39708877514904,-0.832507720958872,-0.550123298892885,-0.190547924789265,-1.04891208579673,0.603627179121639,0.690886377720569,0.470082043256472,0.553173967786378,0.938647450678938,1.05488661808161,0.692998669745919,0.788540783794723,0.787222700737609,1.11974591116059
"E_F_shiri.png",-0.582751896130881,-0.391275925633533,-1.55242913471277,-0.918412864230527,NA,-0.597412020475488,-1.22221561005507,-0.407383059381256,0.089519075663258,-0.742681369181067,0.463379989385169,0.461479690568641,0.537728027364179,0.715275850534593,0.974097055516529,0.982569945978602,0.987455212319399,0.687576536172441,0.818192946817619,1.02343333663511
"E_M_asi.png",-0.408224049083658,-0.658532761568612,-0.907375970161024,-1.39708877514904,-0.597412020475488,NA,-1.13829256369087,-0.841720087752204,-0.325468705559387,-0.737330948846398,0.704819602012313,0.569414940742187,0.650114031443575,0.618356981730824,0.816305315553337,0.638848181227914,0.535247257657725,0.615408042243739,0.312660451190294,1.05537615358107
"E_M_danker.png",-0.567456963662317,-0.466301309537111,-1.32033586347698,-0.832507720958872,-1.22221561005507,-1.13829256369087,NA,-0.550232335602874,-0.196292209544676,-1.16173420182702,0.788526028354635,0.741058840029269,0.867936858433952,0.490918598976625,0.755879133022175,0.758261929429625,0.86568324726228,0.757785724596902,0.576193822772305,0.89141026463077
"E_M_ido.png",-0.345667034344921,-0.385927914440783,-0.259035647064813,-0.550123298892885,-0.407383059381256,-0.841720087752204,-0.550232335602874,NA,-0.883971663569427,-0.801681468542552,0.611752942402738,0.853054832630847,0.761150029080971,0.634502864913058,0.672170679777408,0.57701977061926,0.761123365570362,0.466118225836685,0.697785308479954,0.678199366046831
"E_M_liorA.png",0.0583089037679262,-0.0899896149308161,-0.0348932246943231,-0.190547924789265,0.089519075663258,-0.325468705559387,-0.196292209544676,-0.883971663569427,NA,-0.32751077789684,-0.207818300631876,0.579003026684877,0.596888692370003,0.790102620168603,0.536672290336959,0.484126963769942,0.140837710395284,-0.161553045533792,0.480631079714585,0.665480432905731
"E_M_yuda.png",-0.485847313184487,-0.877113777768466,-0.984233989025925,-1.04891208579673,-0.742681369181067,-0.737330948846398,-1.16173420182702,-0.801681468542552,-0.32751077789684,NA,0.77441342150164,0.887501353126102,0.925539170615579,0.724131414784952,0.655373606644749,0.815522795853984,0.681854369813425,0.315935611562364,0.692595337052786,0.992647261749153
"P_F_michaeli.png",0.431360115827945,0.198922475838031,0.566201778887513,0.603627179121639,0.463379989385169,0.704819602012313,0.788526028354635,0.611752942402738,-0.207818300631876,0.77441342150164,NA,-0.913361824169851,-0.638846741089619,-1.20181564829563,-0.710107066615949,-0.87933523506215,-0.75714027811423,-0.727944398758157,-0.720750022695485,-0.144685916884696
"P_F_regev.png",0.498332087065084,0.444708241540675,0.593223036440091,0.690886377720569,0.461479690568641,0.569414940742187,0.741058840029269,0.853054832630847,0.579003026684877,0.887501353126102,-0.913361824169851,NA,-1.05864690015089,-0.506480358832225,-0.824756188037265,-0.577175786469064,-0.823194480208481,-0.636178267260745,-0.82175225181218,-0.745260805890058
"P_F_shaked.png",0.515476742398442,0.111708552976465,0.45043362548117,0.470082043256472,0.537728027364179,0.650114031443575,0.867936858433952,0.761150029080971,0.596888692370003,0.925539170615579,-0.638846741089619,-1.05864690015089,NA,-0.772817764055104,-1.20202489982221,-0.64305905492892,-0.50074051343093,-0.820227806468605,-0.686505949894083,-0.841196888550802
"P_F_staiv.png",0.596687108833068,0.636670686924904,0.467155441428095,0.553173967786378,0.715275850534593,0.618356981730824,0.490918598976625,0.634502864913058,0.790102620168603,0.724131414784952,-1.20181564829563,-0.506480358832225,-0.772817764055104,NA,-0.401727359291696,-0.933990971891554,-0.886001212678194,-0.86336907359024,-0.673173812329748,-0.0190608397850256
"P_M_benet.png",0.733486687515144,0.82256047645455,0.87735521159995,0.938647450678938,0.974097055516529,0.816305315553337,0.755879133022175,0.672170679777408,0.536672290336959,0.655373606644749,-0.710107066615949,-0.824756188037265,-1.20202489982221,-0.401727359291696,NA,-0.772530326008084,-0.954116452564928,-0.866025090304015,-1.24234570755477,-1.08111353505914
"P_M_buji.png",0.918951525798294,0.839235190130522,0.898282330749752,1.05488661808161,0.982569945978602,0.638848181227914,0.758261929429625,0.57701977061926,0.484126963769942,0.815522795853984,-0.87933523506215,-0.577175786469064,-0.64305905492892,-0.933990971891554,-0.772530326008084,NA,-1.26125287046007,-0.817128219855413,-0.922002688865579,-0.604966060863881
