"file","isFamiliar","age","gender","handedness","participant"
"P_M_lapid.png","1","22","F","right","30214"
"E_F_ilanit.png","1","22","F","right","30214"
"E_M_liorA.png","1","22","F","right","30214"
"P_F_shaked.png","1","22","F","right","30214"
"P_M_benet.png","1","22","F","right","30214"
"E_F_rotem_sela.png","1","22","F","right","30214"
"P_M_gantz.png","1","22","F","right","30214"
"E_F_ninet.png","1","22","F","right","30214"
"E_F_shiri.png","1","22","F","right","30214"
"P_M_saar.png","1","22","F","right","30214"
"P_F_staiv.png","1","22","F","right","30214"
"E_M_yuda.png","1","22","F","right","30214"
"P_M_buji.png","1","22","F","right","30214"
"E_F_galit_gutman.png","1","22","F","right","30214"
"E_M_ido.png","1","22","F","right","30214"
"P_F_regev.png","1","22","F","right","30214"
"P_F_michaeli.png","1","22","F","right","30214"
"P_M_smut.png","1","22","F","right","30214"
"E_M_danker.png","1","22","F","right","30214"
"E_M_asi.png","1","22","F","right","30214"
"P_M_lapid.png","1","23","F","right","30454"
"E_F_rotem_sela.png","1","23","F","right","30454"
"E_F_galit_gutman.png","1","23","F","right","30454"
"P_F_shaked.png","1","23","F","right","30454"
"P_F_staiv.png","1","23","F","right","30454"
"E_M_asi.png","1","23","F","right","30454"
"E_F_shiri.png","1","23","F","right","30454"
"P_M_saar.png","1","23","F","right","30454"
"P_M_smut.png","1","23","F","right","30454"
"P_M_buji.png","1","23","F","right","30454"
"P_F_regev.png","1","23","F","right","30454"
"P_M_gantz.png","1","23","F","right","30454"
"E_M_danker.png","1","23","F","right","30454"
"E_M_yuda.png","1","23","F","right","30454"
"E_M_liorA.png","1","23","F","right","30454"
"E_F_ilanit.png","1","23","F","right","30454"
"P_F_michaeli.png","1","23","F","right","30454"
"P_M_benet.png","1","23","F","right","30454"
"E_M_ido.png","1","23","F","right","30454"
"E_F_ninet.png","1","23","F","right","30454"
"P_M_lapid.png","1","22","F","left","30073"
"E_M_liorA.png","0","22","F","left","30073"
"P_F_michaeli.png","1","22","F","left","30073"
"P_M_saar.png","1","22","F","left","30073"
"P_M_benet.png","1","22","F","left","30073"
"E_F_shiri.png","1","22","F","left","30073"
"E_F_rotem_sela.png","1","22","F","left","30073"
"P_F_shaked.png","1","22","F","left","30073"
"E_F_galit_gutman.png","1","22","F","left","30073"
"E_F_ilanit.png","1","22","F","left","30073"
"P_F_staiv.png","0","22","F","left","30073"
"P_M_buji.png","1","22","F","left","30073"
"P_M_gantz.png","1","22","F","left","30073"
"P_F_regev.png","1","22","F","left","30073"
"P_M_smut.png","1","22","F","left","30073"
"E_M_ido.png","0","22","F","left","30073"
"E_M_yuda.png","1","22","F","left","30073"
"E_M_asi.png","1","22","F","left","30073"
"E_F_ninet.png","1","22","F","left","30073"
"E_M_danker.png","1","22","F","left","30073"
"E_M_yuda.png","1","22","F","right","30121"
"P_F_michaeli.png","1","22","F","right","30121"
"P_M_gantz.png","1","22","F","right","30121"
"P_M_saar.png","1","22","F","right","30121"
"E_F_galit_gutman.png","1","22","F","right","30121"
"P_M_lapid.png","1","22","F","right","30121"
"P_F_staiv.png","1","22","F","right","30121"
"P_M_buji.png","1","22","F","right","30121"
"E_M_ido.png","1","22","F","right","30121"
"E_F_ninet.png","1","22","F","right","30121"
"E_F_ilanit.png","1","22","F","right","30121"
"P_F_shaked.png","1","22","F","right","30121"
"E_M_asi.png","1","22","F","right","30121"
"P_M_benet.png","1","22","F","right","30121"
"E_F_shiri.png","1","22","F","right","30121"
"P_M_smut.png","1","22","F","right","30121"
"E_M_liorA.png","1","22","F","right","30121"
"E_M_danker.png","1","22","F","right","30121"
"E_F_rotem_sela.png","1","22","F","right","30121"
"P_F_regev.png","1","22","F","right","30121"
"P_M_gantz.png","1","23","M","right","29815"
"P_F_staiv.png","0","23","M","right","29815"
"E_F_ilanit.png","1","23","M","right","29815"
"P_F_regev.png","1","23","M","right","29815"
"P_M_saar.png","1","23","M","right","29815"
"P_M_buji.png","1","23","M","right","29815"
"E_F_rotem_sela.png","1","23","M","right","29815"
"P_F_shaked.png","1","23","M","right","29815"
"P_F_michaeli.png","1","23","M","right","29815"
"P_M_benet.png","1","23","M","right","29815"
"P_M_smut.png","1","23","M","right","29815"
"E_F_ninet.png","1","23","M","right","29815"
"E_M_ido.png","1","23","M","right","29815"
"E_F_shiri.png","1","23","M","right","29815"
"P_M_lapid.png","1","23","M","right","29815"
"E_M_asi.png","1","23","M","right","29815"
"E_M_liorA.png","1","23","M","right","29815"
"E_M_danker.png","1","23","M","right","29815"
"E_F_galit_gutman.png","1","23","M","right","29815"
"E_M_yuda.png","1","23","M","right","29815"
"E_M_ido.png","1","23","F","left","30403"
"P_M_benet.png","1","23","F","left","30403"
"P_F_regev.png","1","23","F","left","30403"
"P_M_gantz.png","1","23","F","left","30403"
"P_M_buji.png","1","23","F","left","30403"
"P_M_smut.png","1","23","F","left","30403"
"E_M_asi.png","1","23","F","left","30403"
"P_M_saar.png","1","23","F","left","30403"
"E_F_rotem_sela.png","1","23","F","left","30403"
"E_M_danker.png","1","23","F","left","30403"
"P_F_michaeli.png","1","23","F","left","30403"
"P_F_shaked.png","1","23","F","left","30403"
"E_M_yuda.png","1","23","F","left","30403"
"P_M_lapid.png","1","23","F","left","30403"
"E_F_shiri.png","1","23","F","left","30403"
"E_F_galit_gutman.png","1","23","F","left","30403"
"E_F_ninet.png","1","23","F","left","30403"
"E_F_ilanit.png","1","23","F","left","30403"
"P_F_staiv.png","1","23","F","left","30403"
"E_M_liorA.png","1","23","F","left","30403"
"E_F_ilanit.png","1","22","F","right","30010"
"P_M_saar.png","1","22","F","right","30010"
"P_F_staiv.png","1","22","F","right","30010"
"E_M_yuda.png","1","22","F","right","30010"
"E_M_liorA.png","1","22","F","right","30010"
"P_M_benet.png","1","22","F","right","30010"
"P_F_regev.png","1","22","F","right","30010"
"E_M_asi.png","1","22","F","right","30010"
"E_M_danker.png","1","22","F","right","30010"
"E_F_shiri.png","1","22","F","right","30010"
"E_F_rotem_sela.png","1","22","F","right","30010"
"P_F_shaked.png","1","22","F","right","30010"
"P_M_smut.png","1","22","F","right","30010"
"P_M_gantz.png","1","22","F","right","30010"
"P_M_buji.png","1","22","F","right","30010"
"E_F_ninet.png","1","22","F","right","30010"
"P_M_lapid.png","1","22","F","right","30010"
"E_M_ido.png","1","22","F","right","30010"
"E_F_galit_gutman.png","1","22","F","right","30010"
"P_F_michaeli.png","1","22","F","right","30010"
"P_F_michaeli.png","1","22","F","right","31297"
"E_M_danker.png","1","22","F","right","31297"
"E_M_ido.png","1","22","F","right","31297"
"P_F_staiv.png","1","22","F","right","31297"
"E_F_rotem_sela.png","1","22","F","right","31297"
"E_M_liorA.png","1","22","F","right","31297"
"E_F_galit_gutman.png","1","22","F","right","31297"
"P_M_smut.png","1","22","F","right","31297"
"E_F_ninet.png","1","22","F","right","31297"
"P_M_gantz.png","1","22","F","right","31297"
"E_M_yuda.png","1","22","F","right","31297"
"P_F_shaked.png","1","22","F","right","31297"
"E_F_ilanit.png","1","22","F","right","31297"
"E_M_asi.png","1","22","F","right","31297"
"P_M_benet.png","1","22","F","right","31297"
"P_M_saar.png","1","22","F","right","31297"
