"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","vividness_img1","vividness_img2","reject_trial","pair"
4051,"E_F_Julie_Walters.png","E_M_Jimmy_Carr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"E_F_Julie_Walters.png E_M_Jimmy_Carr.png"
4638,"E_F_Dawn_Roma_French.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"E_F_Dawn_Roma_French.png P_M_nigel_farage.png"
4424,"E_M_Peter_Kay.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",-1.14583330230205,"29","Female","right",1,1,0,0,FALSE,"E_M_Peter_Kay.png P_M_nigel_farage.png"
2783,"E_F_Dawn_Roma_French.png","E_M_Jimmy_Carr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"E_F_Dawn_Roma_French.png E_M_Jimmy_Carr.png"
4420,"E_M_Russell_Howard.png","P_F_nicola_sturge.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"E_M_Russell_Howard.png P_F_nicola_sturge.png"
4183,"E_M_Jimmy_Carr.png","P_M_Tony_Blair.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","5","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",-1.14583330230205,"29","Female","right",1,1,0,0,FALSE,"E_M_Jimmy_Carr.png P_M_Tony_Blair.png"
3103,"P_F_Theresa_May.png","P_M_Tony_Blair.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"P_F_Theresa_May.png P_M_Tony_Blair.png"
5191,"E_F_Julie_Walters.png","P_M_keir_starmer.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"E_F_Julie_Walters.png P_M_keir_starmer.png"
6125,"E_F_Sarah_Millican.png","E_M_Jimmy_Carr.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","4","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",-2.9753150454734,"29","Female","right",1,1,0,0,FALSE,"E_F_Sarah_Millican.png E_M_Jimmy_Carr.png"
2444,"E_F_Julie_Walters.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"E_F_Julie_Walters.png P_M_nigel_farage.png"
4743,"P_M_Gordon_Brown.png","P_M_Michael_Gove.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","5","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",-1.14583330230205,"29","Female","right",1,1,0,0,FALSE,"P_M_Gordon_Brown.png P_M_Michael_Gove.png"
5593,"E_M_Ewan_McGregor.png","E_M_Russell_Howard.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","5","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",-1.14583330230205,"29","Female","right",1,1,0,0,FALSE,"E_M_Ewan_McGregor.png E_M_Russell_Howard.png"
4545,"E_F_Dawn_Roma_French.png","E_F_Jennifer_Saunders.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","5","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",-1.14583330230205,"29","Female","right",1,0,0,0,TRUE,"E_F_Dawn_Roma_French.png E_F_Jennifer_Saunders.png"
2692,"E_F_Dawn_Roma_French.png","E_M_Simon_Pegg.png","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"E_F_Dawn_Roma_French.png E_M_Simon_Pegg.png"
5244,"P_M_david_camer.png","P_M_keir_starmer.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"P_M_david_camer.png P_M_keir_starmer.png"
3179,"E_M_Michael_McIntyr.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"E_M_Michael_McIntyr.png P_M_nigel_farage.png"
2654,"P_M_nigel_farage.png","P_M_Sajid_Javid.png","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,0,0,0,TRUE,"P_M_nigel_farage.png P_M_Sajid_Javid.png"
7412,"E_F_Dawn_Roma_French.png","P_M_Michael_Gove.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"E_F_Dawn_Roma_French.png P_M_Michael_Gove.png"
2860,"E_M_Simon_Pegg.png","P_M_nigel_farage.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"E_M_Simon_Pegg.png P_M_nigel_farage.png"
3872,"E_M_Russell_Howard.png","P_M_Michael_Gove.png","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","55057a56fdf99b5b566a70bb","06/30/2022, 11:50:03",0.683648440869291,"29","Female","right",1,1,0,0,FALSE,"E_M_Russell_Howard.png P_M_Michael_Gove.png"
