"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","vividness_img1","vividness_img2","reject_trial","condition","pair"
NA,"E_M_Russell_Howard.png","P_M_Michael_Gove.png",NA,NA,NA,NA,NA,0.3802673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP","E_M_Russell_Howard.png P_M_Michael_Gove.png"
NA,"E_M_Russell_Howard.png","P_M_Tony_Blair.png",NA,NA,NA,NA,NA,0.39946705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP","E_M_Russell_Howard.png P_M_Tony_Blair.png"
NA,"E_M_Russell_Howard.png","P_M_nigel_farage.png",NA,NA,NA,NA,NA,0.34837997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP","E_M_Russell_Howard.png P_M_nigel_farage.png"
NA,"E_M_Russell_Howard.png","P_M_david_camer.png",NA,NA,NA,NA,NA,0.32187724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP","E_M_Russell_Howard.png P_M_david_camer.png"
NA,"E_M_Russell_Howard.png","P_M_Sajid_Javid.png",NA,NA,NA,NA,NA,0.3763945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP","E_M_Russell_Howard.png P_M_Sajid_Javid.png"
NA,"E_M_Russell_Howard.png","E_M_Jimmy_Carr.png",NA,NA,NA,NA,NA,0.230285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP","E_M_Jimmy_Carr.png E_M_Russell_Howard.png"
NA,"E_M_Russell_Howard.png","E_F_Jennifer_Saunders.png",NA,NA,NA,NA,NA,0.3505329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP","E_F_Jennifer_Saunders.png E_M_Russell_Howard.png"
NA,"E_M_Russell_Howard.png","P_M_keir_starmer.png",NA,NA,NA,NA,NA,0.2827268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP","E_M_Russell_Howard.png P_M_keir_starmer.png"
NA,"E_M_Russell_Howard.png","E_F_Julie_Walters.png",NA,NA,NA,NA,NA,0.3949039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP","E_F_Julie_Walters.png E_M_Russell_Howard.png"
NA,"E_M_Russell_Howard.png","E_M_Simon_Pegg.png",NA,NA,NA,NA,NA,0.2362054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP","E_M_Russell_Howard.png E_M_Simon_Pegg.png"
NA,"E_M_Russell_Howard.png","E_M_Ewan_McGregor.png",NA,NA,NA,NA,NA,0.2414798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"CLIP","E_M_Ewan_McGregor.png E_M_Russell_Howard.png"
