RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
4428,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3143,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3032,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
4253,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
5573,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2944,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3467,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2664,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2520,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2620,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3133,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2817,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2579,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
5502,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3073,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2351,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2667,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2797,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
4776,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2965,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2408,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2669,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2891,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2899,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2592,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2334,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2803,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2193,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
5347,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
4229,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
5349,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3991,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2581,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3203,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
4437,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
5989,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3062,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2782,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
4514,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2787,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2925,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2634,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3727,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2534,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2764,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2177,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3616,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2599,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3904,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3452,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2463,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3496,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3407,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
4080,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
4023,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2306,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
4096,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
6658,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3854,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3364,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3883,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
4244,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
4983,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
2991,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
3815,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,601c7497e9531b7b3a2a70b8,"06/19/2022, 14:45:04"
