RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1193,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1223,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1400,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1417,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1829,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1512,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
970,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1646,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1056,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1664,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
943,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
2360,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1175,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
2723,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1485,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
3095,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1381,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1757,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1672,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1983,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1768,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
1152,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
file,isFamiliar,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Politics_liberman2.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Entertainment_ornaBanai.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
E_guri2-250x310.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Entertainment_shani.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Entertainment_shimi.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Politics_smootch.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Entertainment_rita.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Entertainment_Ivri2.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Politics_peretz.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Politics_lapid.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Politics_michaeliM.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Entertainment_har_lev.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Entertainment_mushonov.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Politics_yehimovitz.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Politics_zamir.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Politics_benet.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
E_katorza2-250x341.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Politics_shaked.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Entertainment_yanai.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
Entertainment_HassonShaher.jpg,0,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
age: 37,gender: Female,handedness: left,5d70443e6f0a380017545335,"06/19/2022, 14:41:33"
