RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2694,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2658,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2544,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2772,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2550,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2574,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3218,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2789,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
4386,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3670,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
6354,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3909,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2744,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3843,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3994,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3288,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3790,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2298,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2369,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2515,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
5712,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3446,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
15053,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
5724,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3984,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2993,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
4391,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2045,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2067,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2581,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3674,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2482,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2150,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
1750,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
1979,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
1854,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3108,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2058,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2603,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
1877,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
1640,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3178,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3613,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2804,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2321,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2113,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2310,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
1798,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2104,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
4413,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2928,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
2423,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
3834,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
file,isFamiliar,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Politics_lapid.jpg,1,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Politics_yehimovitz.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Entertainment_har_lev.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Politics_peretz.jpg,1,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Entertainment_HassonShaher.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Entertainment_rita.jpg,1,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Politics_zamir.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Politics_liberman2.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Politics_shaked.jpg,1,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Entertainment_ornaBanai.jpg,1,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Entertainment_shimi.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Politics_michaeliM.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Entertainment_yanai.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Politics_smootch.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Entertainment_mushonov.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
E_katorza2-250x341.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
E_guri2-250x310.jpg,1,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Politics_benet.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Entertainment_Ivri2.jpg,0,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
Entertainment_shani.jpg,1,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
age: 32,gender: Male,handedness: right,5f1daf67e539fb6e9a42f300,"06/19/2022, 14:52:12"
