RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
4246,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
7881,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
6749,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
20247,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
4782,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
9543,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
13001,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
4069,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3323,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
4567,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
4316,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
6785,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3581,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
4421,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
6040,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
8123,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3002,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3444,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
14771,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3357,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
6672,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
4834,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3967,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3195,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
2683,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3952,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3160,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
4258,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3597,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
9147,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3954,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
5184,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
6887,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3113,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
2903,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3473,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3250,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3476,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
4400,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3614,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
2773,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3132,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3882,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3558,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3811,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
3456,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
2982,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
file,isFamiliar,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
E_guri2-250x310.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Politics_benet.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Entertainment_ornaBanai.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Entertainment_yanai.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Politics_lapid.jpg,1,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Entertainment_mushonov.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Entertainment_Ivri2.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Entertainment_shimi.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Entertainment_shani.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Politics_michaeliM.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Entertainment_HassonShaher.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Politics_liberman2.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Politics_yehimovitz.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Politics_peretz.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
E_katorza2-250x341.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Politics_shaked.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Politics_smootch.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Politics_zamir.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Entertainment_har_lev.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
Entertainment_rita.jpg,0,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
age: 25,gender: Female,handedness: right,5eecfb52b01a670f1e74252b,"06/19/2022, 15:09:16"
