RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2511,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1935,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2504,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2631,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3119,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2279,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3431,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4792,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
6231,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1742,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3199,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1759,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2622,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1951,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1599,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1991,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2855,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2055,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2080,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4456,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
5487,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2255,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2463,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2616,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
19273,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2751,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2359,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3063,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2480,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2831,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1975,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3064,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1983,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1679,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2471,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2816,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2407,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1599,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1351,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1591,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2655,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1647,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1783,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3288,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2624,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1927,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2023,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2607,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
32096,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2695,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
file,isFamiliar,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Politics_liberman2.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Entertainment_har_lev.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Entertainment_rita.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Politics_benet.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Politics_zamir.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
E_katorza2-250x341.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Politics_peretz.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Politics_yehimovitz.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Entertainment_HassonShaher.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
E_guri2-250x310.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Politics_smootch.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Entertainment_yanai.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Politics_shaked.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Entertainment_ornaBanai.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Entertainment_Ivri2.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Entertainment_mushonov.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Entertainment_shani.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Politics_lapid.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Politics_michaeliM.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
Entertainment_shimi.jpg,0,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
age: 33,gender: Male,handedness: right,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
