RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
4875,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
4235,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
5319,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2322,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
6071,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
4658,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2434,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
9466,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
6930,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2397,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
4098,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
12797,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
27353,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
4043,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2684,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
9659,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
9038,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
7551,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
8903,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2420,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
1777,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
4386,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2411,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
5813,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
3167,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2398,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
6786,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
6609,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2436,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
3519,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
4983,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2946,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
1970,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
23842,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2048,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2626,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
3373,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2495,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
3331,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
5963,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
18122,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
5647,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
5356,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
1886,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
1992,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
1624,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
2419,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
1784,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
1873,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
file,isFamiliar,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Entertainment_yanai.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Politics_smootch.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Politics_zamir.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Politics_benet.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Entertainment_ornaBanai.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Politics_yehimovitz.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Politics_shaked.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Entertainment_har_lev.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Politics_michaeliM.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Entertainment_rita.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Entertainment_mushonov.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Politics_peretz.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
E_katorza2-250x341.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
E_guri2-250x310.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Entertainment_HassonShaher.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Entertainment_Ivri2.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Entertainment_shani.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Politics_liberman2.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Entertainment_shimi.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
Politics_lapid.jpg,0,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
age: 35,gender: Female,handedness: right,6034faf84f3fe87047c6d857,"06/19/2022, 14:43:28"
