RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3470,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3904,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3089,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4157,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4622,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3569,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3310,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4284,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
5217,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3018,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3419,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
6097,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3620,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2969,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3001,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3514,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4358,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3032,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2967,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3189,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3069,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3640,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3291,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3367,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3281,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3078,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2753,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3608,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3949,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3275,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3688,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3360,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3423,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3397,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3610,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2720,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2758,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2768,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2667,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3734,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3533,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4007,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3068,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3251,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3210,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3808,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
5729,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3151,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4121,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3080,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3927,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2924,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3434,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3187,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3642,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2764,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
5523,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3259,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3980,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3143,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3454,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3358,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4972,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3173,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2925,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3408,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2830,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3305,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2883,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3223,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3030,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3342,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3644,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2990,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3015,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3205,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3427,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2943,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3773,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3637,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
5465,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2761,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4186,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4925,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3225,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3234,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2785,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3167,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
5235,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3173,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3389,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
7199,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4398,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4059,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4468,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2736,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4706,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3574,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3388,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2741,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2812,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2708,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3278,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3149,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4355,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3520,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3290,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2924,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2721,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3808,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3446,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2804,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2816,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2875,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2814,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
9109,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3944,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3460,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4969,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3566,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
5384,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3241,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
5664,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3612,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4688,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3124,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2593,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2750,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2395,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4807,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3031,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
