RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4718,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4638,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
7000,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
6641,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4966,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
5957,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
6166,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
7694,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
5459,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4908,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4445,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
7673,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
7214,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
5185,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
5775,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
3289,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4017,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
5693,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
7119,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
5151,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
7762,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4765,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
8573,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4380,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
6290,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
6469,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
6641,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
6329,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
7377,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
5018,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
3458,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4542,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
5617,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4934,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
3245,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
6363,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4789,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
3365,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4147,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
3312,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
5570,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
2710,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4561,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
2978,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
2785,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
2721,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
2684,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
3695,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
3736,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4744,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
3701,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
2807,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
3047,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
3353,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
3066,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
2626,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
2821,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
2950,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
4278,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,60da14ab20b4f307aab0ecde,"06/19/2022, 11:04:44"
