RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3181,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4703,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3968,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
2755,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
2789,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
2847,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3035,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4809,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4400,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3030,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
16717,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
10127,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
6296,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4104,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4009,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
2801,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3611,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
2544,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
2914,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4087,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
6869,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3582,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
2980,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3175,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4796,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4446,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3610,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3673,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3611,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
9003,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
9998,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
2695,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3214,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
2294,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3126,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
2823,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4809,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
7777,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
5252,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3624,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3880,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
7109,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3363,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3568,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
2504,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
5208,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4244,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3398,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
10122,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
26433,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4184,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
20442,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4664,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3216,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3160,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3744,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3954,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3022,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3504,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
4283,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
3992,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
15685,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
file,isFamiliar,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Entertainment_har_lev.jpg,1,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Entertainment_Ivri2.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Politics_benet.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Politics_zamir.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Entertainment_ornaBanai.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
E_guri2-250x310.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Entertainment_mushonov.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Politics_lapid.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Entertainment_shimi.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Entertainment_rita.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Politics_shaked.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Entertainment_yanai.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Entertainment_HassonShaher.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Politics_yehimovitz.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Politics_michaeliM.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Entertainment_shani.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Politics_peretz.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Politics_smootch.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
Politics_liberman2.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
E_katorza2-250x341.jpg,0,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
age: 30,gender: Female,handedness: right,5f8ef1efed20570b76a8de8c,"06/19/2022, 14:45:16"
