RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
3032,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
2851,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
5601,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
2917,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
file,isFamiliar,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Politics_zamir.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
E_katorza2-250x341.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Politics_lapid.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Entertainment_har_lev.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Politics_shaked.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Entertainment_HassonShaher.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Politics_yehimovitz.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Entertainment_Ivri2.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Entertainment_shimi.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Politics_benet.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Entertainment_ornaBanai.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Entertainment_yanai.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Entertainment_mushonov.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Politics_peretz.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Politics_liberman2.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
E_guri2-250x310.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Politics_smootch.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Politics_michaeliM.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Entertainment_rita.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
Entertainment_shani.jpg,0,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
age: 36,gender: Female,handedness: right,5cc39aa64d7a7f0001817c43,"06/19/2022, 14:41:58"
