RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1741,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1666,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1769,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1524,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1974,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1388,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1684,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2847,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2020,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1840,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1784,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2334,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2932,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
4509,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2817,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
3507,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2148,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1806,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1826,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2730,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2009,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1785,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2356,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1976,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2030,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2524,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1380,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1680,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2684,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2009,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2304,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1893,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1651,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1883,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1711,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2247,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1882,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1421,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2624,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1980,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1589,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1879,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
10690,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2579,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2456,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2441,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
1626,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
3456,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
2140,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
file,isFamiliar,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Politics_peretz.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Entertainment_rita.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Entertainment_shani.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Entertainment_HassonShaher.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Politics_zamir.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Entertainment_yanai.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Politics_yehimovitz.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Entertainment_ornaBanai.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Politics_michaeliM.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Politics_shaked.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Entertainment_har_lev.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Entertainment_Ivri2.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Entertainment_shimi.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Entertainment_mushonov.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
E_guri2-250x310.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
E_katorza2-250x341.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Politics_benet.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Politics_smootch.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Politics_liberman2.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
Politics_lapid.jpg,0,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
age: 24,gender: Male,handedness: right,5cdf33619e96db0015aec6a6,"06/19/2022, 14:34:14"
