RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
3696,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2259,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
3710,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2342,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2559,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2465,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
4111,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2868,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2062,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2211,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
3486,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2391,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2318,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2030,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2553,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2208,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
3017,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
4476,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
4236,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
3148,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
1748,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2140,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
1676,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
4837,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2226,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2051,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
3139,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
1569,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
3028,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2376,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2310,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
1883,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2463,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2288,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
1833,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2905,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2566,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2433,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2059,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2362,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
1870,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2009,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
3257,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2052,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2024,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
1986,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2296,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
1877,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
2126,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
1847,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
7038,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
6794,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
1966,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
11030,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
file,isFamiliar,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
E_guri2-250x310.jpg,1,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Politics_smootch.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Politics_zamir.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Politics_peretz.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Entertainment_yanai.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
E_katorza2-250x341.jpg,1,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Politics_yehimovitz.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Entertainment_HassonShaher.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Entertainment_Ivri2.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Politics_shaked.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Entertainment_shani.jpg,1,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Entertainment_mushonov.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Politics_lapid.jpg,1,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Entertainment_ornaBanai.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Entertainment_shimi.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Politics_liberman2.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Entertainment_har_lev.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Politics_michaeliM.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Entertainment_rita.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
Politics_benet.jpg,0,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
age: 22,gender: Female,handedness: right,5f12e7d0bf131c29242ea7a2,"06/19/2022, 14:44:33"
