RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
9873,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
3232,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
1673,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
2576,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
1809,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
4002,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
3875,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
2908,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
27362,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
16098,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
23349,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
13265,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
2358,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
18482,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
46750,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
4651,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
6002,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
6414,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
8628,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
24532,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
9367,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
39721,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
5011,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
2598,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
4984,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
9500,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
8437,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
4965,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
4480,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
1992,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
2134,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
1659,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
1974,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
3712,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
4960,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
2217,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
2251,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
11838,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
28225,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
11404,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
8969,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
14524,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
3711,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
2626,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
11984,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
2984,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
7087,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
24132,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
16242,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
7530,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
21990,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
34879,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
4266,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
2516,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
3499,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
2782,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
5665,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
3198,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
file,isFamiliar,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
E_guri2-250x310.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Entertainment_har_lev.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
E_katorza2-250x341.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Politics_michaeliM.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Entertainment_yanai.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Entertainment_Ivri2.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Politics_lapid.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Entertainment_shimi.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Entertainment_rita.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Entertainment_HassonShaher.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Politics_peretz.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Politics_shaked.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Entertainment_mushonov.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Entertainment_ornaBanai.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Politics_liberman2.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Politics_benet.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Politics_yehimovitz.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Entertainment_shani.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Politics_zamir.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
Politics_smootch.jpg,0,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
age: 23,gender: Female,handedness: right,5eaac1b48d712102356b170f,"08/07/2022, 18:33:19"
