RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
5809,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
12454,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
6024,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
12319,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
5092,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
14017,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
3408,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
4045,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
4347,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
5539,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
4473,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
6887,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
5651,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
8160,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
4630,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
10424,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
4108,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
6614,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
3608,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
4508,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
5396,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
4947,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
9289,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
10601,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
5022,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
3959,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
3062,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
8213,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
4167,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
7416,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
8141,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
12573,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
8482,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
3868,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
7209,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
3818,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
3196,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
5768,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
6555,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
7869,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
4827,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
6732,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
3534,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
5972,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
4092,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
6471,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
17241,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
8944,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
4715,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
5887,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
6356,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
15480,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
file,isFamiliar,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
E_guri2-250x310.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Politics_michaeliM.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Entertainment_shani.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Entertainment_rita.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Entertainment_Ivri2.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Politics_shaked.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Politics_lapid.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
E_katorza2-250x341.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Entertainment_har_lev.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Politics_smootch.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Politics_peretz.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Entertainment_shimi.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Politics_benet.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Entertainment_yanai.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Entertainment_mushonov.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Entertainment_ornaBanai.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Politics_yehimovitz.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Entertainment_HassonShaher.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Politics_zamir.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
Politics_liberman2.jpg,0,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
age: 34,gender: Male,handedness: right,5f3059fc3b12674b7a637b97,"06/19/2022, 14:50:18"
