RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
2996,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1553,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
2283,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
814,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1161,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
2099,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1249,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1667,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
4657,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
3404,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1371,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
746,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
894,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
812,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
776,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1350,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
2679,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
5629,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1979,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1580,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1989,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
764,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
767,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
3035,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1017,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
810,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1162,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
754,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1476,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
2708,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1811,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
811,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1670,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
769,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1032,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
2219,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1752,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
2921,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
897,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
3012,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1134,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1193,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
2822,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
1217,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
949,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
2263,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
816,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
866,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
919,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
759,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
file,isFamiliar,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
E_guri2-250x310.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Politics_lapid.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Entertainment_har_lev.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Entertainment_ornaBanai.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Entertainment_Ivri2.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Entertainment_HassonShaher.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Entertainment_rita.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Entertainment_shimi.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Politics_zamir.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Politics_shaked.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
E_katorza2-250x341.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Politics_smootch.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Entertainment_yanai.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Entertainment_shani.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Politics_benet.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Entertainment_mushonov.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Politics_peretz.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Politics_michaeliM.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Politics_liberman2.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
Politics_yehimovitz.jpg,0,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
age: 38,gender: Female,handedness: right,5d88884b6ad33a00187854e7,"06/19/2022, 14:42:25"
