RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
5694,E_M_nicolas_cage.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2286,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
4566,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2311,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
4063,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1990,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2967,E_M_michael_caine.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
4127,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2303,E_F_jennifer_aniston.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
4831,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3853,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3574,E_M_michael_caine.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3135,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2838,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
4046,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
26078,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1959,E_M_Hugh_Grant.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1886,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1657,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1838,E_F_angelina_jolie.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1422,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1392,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2678,E_F_Kate_Winslet.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1998,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3663,E_F_Judi_Dench.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2591,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2319,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3166,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3702,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3327,P_M_bill_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
5014,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3094,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2543,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1902,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2175,E_F_Kate_Winslet.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3438,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2886,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2639,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1574,E_F_sandra_bullock.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2478,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2143,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2295,P_F_nicola_sturgeon.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2063,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2983,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
6470,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3199,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1678,E_F_jennifer_aniston.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1815,E_F_jennifer_aniston.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
6854,P_F_hillary_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3000,P_F_hillary_clinton.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
5102,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2390,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2054,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3798,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3167,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2167,P_F_tehresy_may.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2295,E_M_michael_caine.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
5855,E_F_keira_knightley.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2215,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1846,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
4199,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
11278,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2790,E_F_Judi_Dench.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2102,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2038,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3847,E_M_michael_caine.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1942,E_F_Judi_Dench.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3503,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3015,E_M_Hugh_Grant.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1886,P_M_david_cameron.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2583,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1966,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1614,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
5220,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3902,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2175,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2502,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2575,E_F_Judi_Dench.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1694,E_F_sandra_bullock.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2094,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1999,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
7047,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3038,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2991,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2807,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3191,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3279,E_M_tom_hankes.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1982,E_F_jennifer_aniston.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2647,E_M_Hugh_Grant.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2622,E_F_sandra_bullock.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3830,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
19334,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
4286,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1943,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3310,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
4070,E_F_jennifer_aniston.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2206,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2190,E_F_keira_knightley.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3023,E_F_Judi_Dench.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3094,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1707,E_M_tom_hankes.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2238,E_F_angelina_jolie.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2182,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
