RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
2844,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3071,P_F_nicola_sturgeon.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4082,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4907,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4236,P_F_tehresy_may.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3315,P_M_boris_johnson.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
5017,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4785,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4095,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3766,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
2679,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3044,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3536,E_M_nicolas_cage.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4595,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3376,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
11983,E_M_michael_caine.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
5085,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
5652,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4835,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3713,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
2743,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
2268,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
2984,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3000,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3219,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
5022,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4410,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3238,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3423,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
6201,P_F_tehresy_may.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3370,P_M_bill_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3050,E_F_Judi_Dench.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3834,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
2738,E_F_jennifer_aniston.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3757,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3246,E_F_Kate_Winslet.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3478,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
2868,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3281,E_M_tom_hankes.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3099,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3336,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3832,E_F_Judi_Dench.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4960,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3319,E_F_jennifer_aniston.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3291,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4370,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3023,E_F_keira_knightley.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4088,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3346,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3764,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4178,E_F_sandra_bullock.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
2728,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3551,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
4094,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
3041,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
file,isFamiliar,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
P_M_george_Wbush.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
E_M_michael_caine.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
E_M_Hugh_Grant.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
E_F_Kate_Winslet.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
P_F_tehresy_may.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
E_F_angelina_jolie.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
P_F_hillary_clinton.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
E_F_sandra_bullock.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
E_F_Judi_Dench.png,1,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
E_F_keira_knightley.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
P_M_donald_trump.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
P_M_boris_johnson.png,1,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
E_M_nicolas_cage.png,1,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
P_F_nicola_sturgeon.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
P_M_bill_clinton.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
E_M_tom_hankes.png,1,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
E_M_robert_de_niro.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
E_F_jennifer_aniston.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
P_M_Tony_Blair.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
P_M_david_cameron.png,0,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
age: 35,gender: Female,handedness: right,5950fb26ad2ce90001b87bc4,"05/04/2022, 10:40:21"
