RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2854,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
5149,E_F_jennifer_aniston.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3292,E_M_tom_hankes.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3755,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3247,E_F_Kate_Winslet.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2606,E_F_jennifer_aniston.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
9252,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2707,E_F_Judi_Dench.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2677,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2807,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2986,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3326,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2130,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2094,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2518,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2271,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2493,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2460,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2207,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2408,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2171,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2849,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
4847,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3714,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2163,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3553,E_F_jennifer_aniston.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2293,E_F_keira_knightley.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
4262,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2441,P_M_david_cameron.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3792,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2638,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3293,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2652,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2927,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2905,P_F_tehresy_may.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3170,E_M_michael_caine.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2703,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3707,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2941,P_M_bill_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2569,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2860,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2788,E_F_Judi_Dench.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3411,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2695,P_F_nicola_sturgeon.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
4546,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2417,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2559,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2658,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3109,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3309,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2639,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3141,E_F_keira_knightley.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3910,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3254,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2723,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
2642,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3106,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3025,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
3057,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
file,isFamiliar,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
E_F_Judi_Dench.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
P_M_george_Wbush.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
E_M_nicolas_cage.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
P_M_Tony_Blair.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
E_F_keira_knightley.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
P_M_boris_johnson.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
P_F_hillary_clinton.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
P_F_nicola_sturgeon.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
E_F_jennifer_aniston.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
P_M_bill_clinton.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
E_M_tom_hankes.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
E_F_Kate_Winslet.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
P_M_donald_trump.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
P_M_david_cameron.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
E_M_robert_de_niro.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
E_M_Hugh_Grant.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
E_M_michael_caine.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
E_F_angelina_jolie.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
E_F_sandra_bullock.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
P_F_tehresy_may.png,0,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
age: 25,gender: Female,handedness: right,5c8be5cfd3f851000112b0d2,"05/04/2022, 10:16:23"
