RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
9746,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
10775,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5800,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
9038,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
9337,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3459,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6569,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4418,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
11335,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5734,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
8399,P_F_tehresy_may.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
11210,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6658,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4058,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3565,E_F_jennifer_aniston.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6125,E_M_tom_hankes.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5371,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
9157,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5894,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
9305,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5539,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5288,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3950,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
13622,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
8030,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
10644,P_F_nicola_sturgeon.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3127,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5905,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
2649,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5040,E_F_Judi_Dench.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5560,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4338,E_M_Hugh_Grant.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4184,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
11237,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
7355,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3760,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3763,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4362,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5068,P_F_tehresy_may.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
7272,E_M_robert_de_niro.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4747,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4999,E_F_jennifer_aniston.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3115,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3685,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3139,E_F_keira_knightley.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3848,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4181,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3767,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4733,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3672,E_F_jennifer_aniston.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
7150,E_M_robert_de_niro.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6746,E_F_Kate_Winslet.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
9579,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
7453,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3293,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5953,E_M_nicolas_cage.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4739,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4988,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4757,E_F_keira_knightley.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5458,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3205,E_M_nicolas_cage.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
2797,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3159,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5751,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3826,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3580,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5159,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3399,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
2879,E_F_sandra_bullock.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
11837,E_M_tom_hankes.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4049,P_F_tehresy_may.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5619,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
7291,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4823,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3938,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6844,E_F_Kate_Winslet.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4469,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6076,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6469,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
11027,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6946,E_F_keira_knightley.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
8467,E_F_keira_knightley.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3725,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3051,E_F_keira_knightley.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3291,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6523,E_F_Kate_Winslet.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5652,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
8465,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4502,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4958,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
9017,P_F_nicola_sturgeon.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3358,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5627,E_M_michael_caine.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3833,P_M_boris_johnson.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5290,P_F_tehresy_may.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5447,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
11498,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5046,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3403,E_F_angelina_jolie.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3282,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3222,P_M_david_cameron.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5546,E_M_michael_caine.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4152,E_F_jennifer_aniston.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4846,P_F_tehresy_may.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5102,E_M_nicolas_cage.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3682,P_M_bill_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6097,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3156,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
7331,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4475,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3127,E_F_sandra_bullock.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3789,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4430,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
