RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
36013,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
5593,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
4869,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
5634,E_M_nicolas_cage.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
3904,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
22235,E_F_angelina_jolie.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
3607,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
7681,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
7946,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
7939,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
3931,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
file,isFamiliar,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
P_M_bill_clinton.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
P_F_nicola_sturgeon.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
P_M_Tony_Blair.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
P_F_tehresy_may.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
E_M_nicolas_cage.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
P_M_boris_johnson.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
E_M_michael_caine.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
E_M_robert_de_niro.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
E_F_Kate_Winslet.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
P_M_david_cameron.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
P_F_hillary_clinton.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
E_F_Judi_Dench.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
E_F_sandra_bullock.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
P_M_donald_trump.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
P_M_george_Wbush.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
E_M_Hugh_Grant.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
E_F_jennifer_aniston.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
E_F_angelina_jolie.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
E_M_tom_hankes.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
E_F_keira_knightley.png,0,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
age: 28,gender: Female,handedness: right,5d947f03024f0d00191c9f80,"05/04/2022, 11:15:48"
