RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3287,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
4437,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3688,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
6316,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3129,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3122,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3301,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
5116,E_M_robert_de_niro.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
4923,E_F_jennifer_aniston.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2658,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
1981,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3455,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2292,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2592,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2681,E_M_Hugh_Grant.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3566,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2829,E_F_sandra_bullock.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2686,P_F_nicola_sturgeon.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2650,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
1823,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2091,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2140,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
4941,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2661,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
5505,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
5265,E_F_Kate_Winslet.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2623,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2712,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
4485,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2329,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3776,P_F_tehresy_may.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2689,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2173,E_F_sandra_bullock.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2238,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2581,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2948,E_F_angelina_jolie.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
4897,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3545,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2778,E_M_robert_de_niro.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2714,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3105,E_M_Hugh_Grant.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2035,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2218,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
1591,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3179,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2739,E_F_sandra_bullock.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2159,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
1822,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
4154,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2479,P_M_david_cameron.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
1915,P_F_nicola_sturgeon.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2966,E_M_robert_de_niro.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2367,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2439,E_F_keira_knightley.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
1715,E_M_michael_caine.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2559,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3070,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2081,E_M_tom_hankes.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3284,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
1527,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2437,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
2439,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
3229,E_F_Kate_Winslet.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,611cecb5dbc0658aad64bf2d,"05/04/2022, 10:33:20"
