RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
3303,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2199,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2871,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
1735,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2656,E_M_Hugh_Grant.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2030,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
6736,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2079,E_F_Judi_Dench.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2439,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
1735,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
1784,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2223,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2288,E_F_keira_knightley.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2135,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2727,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
1823,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2007,E_F_Judi_Dench.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2246,E_F_jennifer_aniston.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
3592,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2919,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
1967,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2391,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2622,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2935,P_F_nicola_sturgeon.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2416,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
1912,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
3447,E_M_michael_caine.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2119,E_F_jennifer_aniston.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
1623,E_F_keira_knightley.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
2566,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
file,isFamiliar,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
P_M_donald_trump.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
E_F_angelina_jolie.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
E_F_Kate_Winslet.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
P_M_Tony_Blair.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
P_M_george_Wbush.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
E_F_sandra_bullock.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
P_F_nicola_sturgeon.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
P_F_tehresy_may.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
E_F_keira_knightley.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
E_M_tom_hankes.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
E_M_nicolas_cage.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
P_M_david_cameron.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
E_M_robert_de_niro.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
E_F_jennifer_aniston.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
E_M_michael_caine.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
P_M_bill_clinton.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
E_M_Hugh_Grant.png,1,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
P_F_hillary_clinton.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
E_F_Judi_Dench.png,1,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
P_M_boris_johnson.png,0,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
age: 29,gender: Female,handedness: right,60aa817bc03dba2890522f2f,"05/04/2022, 10:25:38"
