RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
9533,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
8366,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
5397,E_F_Kate_Winslet.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
9062,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
6198,E_F_keira_knightley.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
17199,E_M_tom_hankes.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7814,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
6262,P_F_tehresy_may.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7630,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
6497,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
5681,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
5533,E_F_Kate_Winslet.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7061,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
5264,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
6148,E_F_jennifer_aniston.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
8432,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
8965,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
4629,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
9282,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
6279,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7080,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
8413,E_M_Hugh_Grant.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7877,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
5828,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
4661,E_F_sandra_bullock.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7266,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
9597,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
3898,P_F_tehresy_may.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
11678,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
4297,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
6566,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7695,E_F_angelina_jolie.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
5595,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7433,P_F_hillary_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
6183,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
3896,E_F_angelina_jolie.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7381,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
12436,P_M_boris_johnson.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
6495,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
9964,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
3326,E_M_michael_caine.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7697,E_M_robert_de_niro.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
10717,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7648,P_M_boris_johnson.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
5833,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
4128,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
6401,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
4996,E_F_Judi_Dench.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
5146,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
3466,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
5648,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
13077,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7612,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
2781,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
5143,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
6999,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
7013,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
16082,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
4194,E_M_nicolas_cage.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
3133,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
8966,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
8995,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5cd5e34157a78e001c1bbf99,"05/04/2022, 10:47:09"
