RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2748,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2100,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2819,E_F_keira_knightley.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2201,E_M_michael_caine.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
350469,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
4191,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2398,E_M_michael_caine.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1740,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2489,P_M_bill_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2926,E_M_nicolas_cage.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1902,P_M_bill_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1889,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1833,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2489,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1987,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2129,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2137,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1737,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2075,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1852,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1704,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2176,E_F_jennifer_aniston.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2070,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2037,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1915,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2084,E_M_Hugh_Grant.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2391,E_F_sandra_bullock.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2069,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1737,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1877,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2253,E_F_jennifer_aniston.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
3553,E_F_Kate_Winslet.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2706,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1942,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2135,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2350,P_F_tehresy_may.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2058,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1703,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2056,E_F_sandra_bullock.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2054,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2068,P_F_tehresy_may.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2516,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1584,E_F_Kate_Winslet.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
2335,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1940,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1774,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1999,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1823,P_F_tehresy_may.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1820,E_F_Judi_Dench.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1677,E_M_tom_hankes.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
1968,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
file,isFamiliar,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
E_M_Hugh_Grant.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
P_M_Tony_Blair.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
E_M_tom_hankes.png,0,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
E_F_Kate_Winslet.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
P_F_nicola_sturgeon.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
P_M_boris_johnson.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
E_M_robert_de_niro.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
E_M_michael_caine.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
P_M_david_cameron.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
E_M_nicolas_cage.png,0,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
E_F_keira_knightley.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
P_M_bill_clinton.png,0,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
E_F_Judi_Dench.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
P_F_tehresy_may.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
P_M_donald_trump.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
P_F_hillary_clinton.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
E_F_jennifer_aniston.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
E_F_angelina_jolie.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
E_F_sandra_bullock.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
P_M_george_Wbush.png,1,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
age: 33,gender: Female,handedness: right,5e767c26e8230d1f2008f024,"05/04/2022, 10:40:15"
