RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
8037,E_M_michael_caine.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5483,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
6264,E_M_michael_caine.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5488,E_F_Judi_Dench.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5361,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4612,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4729,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
3990,E_F_Kate_Winslet.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5613,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5706,E_F_Judi_Dench.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5268,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
6328,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
6987,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4231,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4763,E_F_jennifer_aniston.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4561,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
3667,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
6471,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
6046,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4534,E_F_angelina_jolie.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5806,E_F_jennifer_aniston.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
6834,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4826,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
3704,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4311,E_F_Judi_Dench.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5285,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5620,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4054,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5991,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4629,E_F_Kate_Winslet.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4451,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4559,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5481,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
6060,E_F_keira_knightley.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4113,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5429,E_M_Hugh_Grant.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5234,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4411,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5574,P_F_tehresy_may.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4569,E_F_Kate_Winslet.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
6595,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4133,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5016,E_F_sandra_bullock.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5483,E_F_angelina_jolie.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5125,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4950,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
3927,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
3968,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4333,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
6449,P_M_boris_johnson.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4765,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4010,P_F_tehresy_may.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5599,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4181,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
6197,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
6837,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4170,E_M_tom_hankes.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4936,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
7864,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
4474,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
5018,P_F_tehresy_may.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
7410,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
8702,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
8205,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fbaab3a72702f86dacb4152,"05/04/2022, 10:46:42"
