RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
1761,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
4862,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
4500,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
5041,P_F_tehresy_may.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
3720,E_M_michael_caine.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
30929,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
3083,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
22025,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
3820,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
4263,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
14344,E_M_nicolas_cage.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2679,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2421,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
16961,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2943,E_F_Kate_Winslet.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2459,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
4643,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
1816,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
3560,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
3181,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
5723,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2880,E_F_sandra_bullock.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2460,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2376,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
4643,P_F_nicola_sturgeon.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
5241,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2299,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2338,E_F_angelina_jolie.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2281,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
4699,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
3321,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2399,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
3739,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
6279,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
1619,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
28170,E_F_Judi_Dench.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
4300,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
3055,P_F_tehresy_may.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2659,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2802,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2981,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
3460,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2840,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
3738,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
4459,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
3581,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
5560,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
7480,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
6541,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
2980,E_M_Hugh_Grant.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
5896,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
file,isFamiliar,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
P_M_boris_johnson.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
E_M_Hugh_Grant.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
E_F_keira_knightley.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
E_F_jennifer_aniston.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
E_M_michael_caine.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
P_M_david_cameron.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
P_F_tehresy_may.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
P_M_donald_trump.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
E_F_Judi_Dench.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
P_M_bill_clinton.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
E_M_nicolas_cage.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
E_M_robert_de_niro.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
E_M_tom_hankes.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
E_F_Kate_Winslet.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
P_F_hillary_clinton.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
P_F_nicola_sturgeon.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
P_M_george_Wbush.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
E_F_sandra_bullock.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
P_M_Tony_Blair.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
E_F_angelina_jolie.png,0,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
age: 35,gender: Male,handedness: right,5b4b679dff74970001256d36,"05/04/2022, 10:37:23"
