RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
1731,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
1975,E_F_keira_knightley.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2600,P_F_nicola_sturgeon.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
3553,E_F_angelina_jolie.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2239,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
3243,E_F_Judi_Dench.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2319,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2639,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
3484,E_F_Judi_Dench.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
1977,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
1931,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2029,P_M_bill_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2418,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
1845,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2013,E_F_jennifer_aniston.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2738,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2326,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2437,E_F_Judi_Dench.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2513,P_F_nicola_sturgeon.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2850,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
3718,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
1536,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2613,E_M_Hugh_Grant.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2530,P_M_david_cameron.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2415,E_M_Hugh_Grant.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2457,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2566,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2618,P_M_david_cameron.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2240,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2522,E_M_tom_hankes.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
3052,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2424,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
6357,E_F_angelina_jolie.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2367,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2592,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
1986,E_M_michael_caine.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2749,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2381,E_M_robert_de_niro.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2035,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2998,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
1678,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2197,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
3000,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
3282,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
5608,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2414,E_F_Judi_Dench.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2073,P_F_hillary_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
1875,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2982,E_M_nicolas_cage.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
1916,P_F_tehresy_may.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
1880,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2095,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2962,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2696,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2948,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
1865,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
2244,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ad44f87459c35000113830e,"05/04/2022, 10:16:38"
