RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
1794,E_M_robert_de_niro.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
2255,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
file,isFamiliar,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
E_M_michael_caine.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
P_F_tehresy_may.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
P_F_nicola_sturgeon.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
P_M_boris_johnson.png,1,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
P_M_Tony_Blair.png,1,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
E_F_Judi_Dench.png,1,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
P_M_george_Wbush.png,1,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
E_F_keira_knightley.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
E_F_jennifer_aniston.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
E_M_nicolas_cage.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
P_M_bill_clinton.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
E_F_sandra_bullock.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
E_F_Kate_Winslet.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
E_F_angelina_jolie.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
P_M_david_cameron.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
E_M_Hugh_Grant.png,1,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
P_M_donald_trump.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
E_M_robert_de_niro.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
P_F_hillary_clinton.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
E_M_tom_hankes.png,0,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
age: 32,gender: Female,handedness: right,6150e5601a0e7a3fbcfb9bfb,"05/04/2022, 10:22:48"
