"pair","img_1","img_2","keyPressed"
"E_F_angelina_jolie.jpg E_F_jennifer_aniston.jpg","E_F_angelina_jolie.jpg","E_F_jennifer_aniston.jpg",0.269164621829987
"E_F_angelina_jolie.jpg E_F_Judi_Dench.jpg","E_F_angelina_jolie.jpg","E_F_Judi_Dench.jpg",0.308781981468201
"E_F_angelina_jolie.jpg E_F_Kate_Winslet.jpg","E_F_angelina_jolie.jpg","E_F_Kate_Winslet.jpg",0.344168782234192
"E_F_angelina_jolie.jpg E_F_keira_knightley.jpg","E_F_angelina_jolie.jpg","E_F_keira_knightley.jpg",0.303820908069611
"E_F_angelina_jolie.jpg E_F_sandra_bullock.jpg","E_F_angelina_jolie.jpg","E_F_sandra_bullock.jpg",0.227736115455627
"E_F_angelina_jolie.jpg E_M_anthony_hopkins.jpg","E_F_angelina_jolie.jpg","E_M_anthony_hopkins.jpg",0.44340044260025
"E_F_angelina_jolie.jpg E_M_Hugh_Grant.jpg","E_F_angelina_jolie.jpg","E_M_Hugh_Grant.jpg",0.462071597576141
"E_F_angelina_jolie.jpg E_M_liam_neeson.jpg","E_F_angelina_jolie.jpg","E_M_liam_neeson.jpg",0.402201175689697
"E_F_angelina_jolie.jpg E_M_Martin_Freeman.jpg","E_F_angelina_jolie.jpg","E_M_Martin_Freeman.jpg",0.38415253162384
"E_F_angelina_jolie.jpg E_M_michael_caine.jpg","E_F_angelina_jolie.jpg","E_M_michael_caine.jpg",0.433677613735199
"E_F_angelina_jolie.jpg E_M_nicolas_cage.jpg","E_F_angelina_jolie.jpg","E_M_nicolas_cage.jpg",0.363867044448853
"E_F_angelina_jolie.jpg E_M_robert_de_niro.jpg","E_F_angelina_jolie.jpg","E_M_robert_de_niro.jpg",0.396953046321869
"E_F_angelina_jolie.jpg E_M_tom_hankes.jpg","E_F_angelina_jolie.jpg","E_M_tom_hankes.jpg",0.403688430786133
"E_F_angelina_jolie.jpg P_F_angela_rayner.jpg","E_F_angelina_jolie.jpg","P_F_angela_rayner.jpg",0.629345715045929
"E_F_angelina_jolie.jpg P_F_esther_mcvey.jpg","E_F_angelina_jolie.jpg","P_F_esther_mcvey.jpg",0.62687075138092
"E_F_angelina_jolie.jpg P_F_hillary_clinton.jpg","E_F_angelina_jolie.jpg","P_F_hillary_clinton.jpg",0.532930731773376
