RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3398,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2391,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2581,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2892,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3118,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2990,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2218,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2698,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
4069,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3486,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
11604,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
19025,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
6172,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
42039,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2762,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3106,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
5278,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
39903,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2344,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3147,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
7665,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
5007,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
4217,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
4842,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
4261,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
18701,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
6864,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3196,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
25835,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3796,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
9972,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
10421,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
7999,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2866,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
5053,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
5289,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3732,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
5172,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
7688,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
27598,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2602,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
16529,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
6305,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3609,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3389,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
33596,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3893,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
17117,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
9495,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3303,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2855,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2864,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3132,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2542,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2779,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
4228,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3471,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3073,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2386,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
4311,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
7445,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2628,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
2105,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
3530,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
6090,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
4227,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e9d937b3d93b107409ebfc1,"07/06/2022, 17:30:05"
