RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2784,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
3917,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2828,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2358,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2423,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2391,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2866,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2179,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2091,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2636,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2993,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2396,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2056,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2685,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2296,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2509,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
3207,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
3017,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
1851,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2839,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2475,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
3348,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2262,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2089,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
3164,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2683,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2246,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2871,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2137,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
3943,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
3276,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
1933,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2257,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
1993,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2200,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
1850,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2757,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2479,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
1909,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
1908,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
1995,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2899,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
3122,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
1796,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2108,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
1766,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2184,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2692,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
3208,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2282,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2656,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2003,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
1729,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
1983,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2263,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
3276,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2249,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
3592,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2020,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2343,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
3003,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2381,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
2007,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5720004a4212270008a3933b,"07/06/2022, 17:22:11"
