RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
3405,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2533,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
3805,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
4505,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2463,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2032,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2392,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2736,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
3356,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2487,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
3903,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2696,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2297,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2062,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2204,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1404,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1415,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1210,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1912,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1387,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1407,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
3734,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2216,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2324,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
3063,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1529,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2515,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
28035,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
45588,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1969,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1505,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1134,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1587,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
5094,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1300,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1222,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1829,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1775,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2188,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1073,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1146,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1250,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2621,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2282,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1454,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1834,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1357,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1296,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1986,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1828,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1823,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
3527,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1465,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
2136,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1304,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1202,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1306,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1469,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1450,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1529,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1262,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1305,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1802,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1861,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1380,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
1344,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ef745893bb18904a7163200,"07/06/2022, 17:23:56"
