RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
6670,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
14429,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4809,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4444,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4774,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4731,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4672,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3870,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3224,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3576,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
12371,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3272,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3589,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4998,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
5771,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4511,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4055,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3664,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4227,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
10321,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
2900,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
2876,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3608,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4959,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
5191,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4287,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
7454,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
13606,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
10541,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3418,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3187,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3677,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4206,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
10177,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3354,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3180,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4713,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
7062,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
6054,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3397,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
8996,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
6239,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
5617,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3977,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
5039,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
8156,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
7738,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
8620,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
7239,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4977,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4975,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4237,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4927,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4053,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
6256,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
7591,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3691,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
4725,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
3692,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
5376,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
10312,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b031e450a56660001284e2c,"07/06/2022, 17:33:58"
