RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2168,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1892,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2445,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2177,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1510,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1571,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2839,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2088,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1554,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1781,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1528,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1664,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2475,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3531,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1692,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1919,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2610,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
21078,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2027,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1714,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1419,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2034,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3628,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2422,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2733,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2089,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2014,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2105,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3719,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2116,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2063,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3236,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1660,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1872,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1887,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2030,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1438,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1757,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2505,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2385,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2054,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1784,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2368,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2106,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1347,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2829,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2642,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3668,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
file,isFamiliar,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
P_M_david_camer.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
P_M_nigel_farage.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
P_M_jeremy_corbyn.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
E_F_Sarah_Millican.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
E_M_Ewan_McGregor.png,0,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
E_M_Jimmy_Carr.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
E_M_Peter_Kay.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
E_F_Dawn_Roma_French.png,0,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
P_M_Michael_Gove.png,0,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
E_M_Michael_McIntyr.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
E_F_Jennifer_Saunders.png,0,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
P_M_Gordon_Brown.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
P_M_Sajid_Javid.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
P_M_keir_starmer.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
P_F_nicola_sturge.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
E_M_Russell_Howard.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
E_M_Simon_Pegg.png,0,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
E_F_Julie_Walters.png,0,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
P_M_Tony_Blair.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
P_F_Theresa_May.png,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
age: 33,gender: Male,handedness: right,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
