RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
11520,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
15556,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
9116,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
3633,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
5976,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
13575,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
11395,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
6415,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
5597,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
4295,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
4415,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
9135,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
15994,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
21372,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
11175,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
12697,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
23439,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
10594,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
11257,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
13817,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
20260,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
3112,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
3240,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
17057,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
8834,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
8934,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
20856,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
11356,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
14938,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
21834,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
23355,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
8577,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
8457,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
3576,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
11113,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
12575,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
3016,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
5115,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
41276,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
15873,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
13834,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
19418,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
3832,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
2936,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
3853,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
5315,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
4955,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
16935,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
8295,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
3220,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
5375,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
4954,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
14736,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
15014,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
23517,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
2914,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
6835,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
8457,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,610b1721b16abec4f521016d,"07/06/2022, 17:47:04"
