RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2725,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3623,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2692,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3656,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4434,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2630,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4222,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3114,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2996,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2843,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2784,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4544,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2990,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3956,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3797,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2826,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3964,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4507,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3473,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2380,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4081,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3789,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3428,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2672,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2930,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2168,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2782,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2219,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3451,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2716,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3340,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2695,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2775,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2446,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2784,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2539,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3135,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2556,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4542,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
5841,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3736,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3325,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3949,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3406,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2577,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3208,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2578,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2079,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4462,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2138,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2335,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4368,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3992,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2418,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2986,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3120,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2371,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2674,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2759,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4212,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2475,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2716,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2688,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2490,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2614,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3451,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2401,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2643,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3376,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2855,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1953,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2117,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3434,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2907,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3243,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2753,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2188,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3281,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2152,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2137,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2892,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3171,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3157,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2283,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3031,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2628,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2731,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2899,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4109,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3024,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2606,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3259,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4410,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2707,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3192,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2680,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3721,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3420,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4797,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3010,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2474,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3963,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3926,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2893,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2752,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3339,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3457,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2452,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2078,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2335,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2759,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2239,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2335,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4123,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2152,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3053,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2393,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4204,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3589,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2584,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3323,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4805,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3206,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4923,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3544,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2900,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2232,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3067,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2070,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2437,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
