RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
5631,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2507,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
7343,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2625,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
5704,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3574,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2600,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3284,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3935,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
5301,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
5756,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
5734,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3472,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3314,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3065,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2515,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2828,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2507,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2253,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2635,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2715,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2716,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2934,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
4354,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
11764,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
5131,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3906,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3293,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
4093,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
4014,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3147,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2833,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3125,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3853,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
5392,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3784,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2976,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2475,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3525,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2736,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2516,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2752,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3264,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2895,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2795,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3206,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
4243,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2737,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3681,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
4165,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2874,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
4434,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3045,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
3365,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
2706,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
file,isFamiliar,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
P_M_david_camer.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
E_M_Jimmy_Carr.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
P_M_keir_starmer.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
P_M_Gordon_Brown.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
P_M_Tony_Blair.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
P_M_Sajid_Javid.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
E_M_Russell_Howard.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
E_F_Julie_Walters.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
P_F_Theresa_May.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
E_F_Sarah_Millican.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
E_F_Dawn_Roma_French.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
P_F_nicola_sturge.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
E_F_Jennifer_Saunders.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
E_M_Ewan_McGregor.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
E_M_Peter_Kay.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
E_M_Simon_Pegg.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
P_M_jeremy_corbyn.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
P_M_Michael_Gove.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
P_M_nigel_farage.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
E_M_Michael_McIntyr.png,1,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
age: 35,gender: Female,handedness: right,5fd76b7d246a3705a25c9a94,"07/06/2022, 17:23:35"
