RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
5863,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
13656,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
7620,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
5169,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
7205,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
3409,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
11718,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
3913,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
3026,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
5518,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
7833,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
5830,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
2606,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
3234,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
3873,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
3965,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
4259,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
3575,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
6013,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
2491,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
8297,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
11675,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
3206,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
2796,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
2736,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
2534,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
2741,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
2460,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
3103,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
2810,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
file,isFamiliar,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
E_F_Dawn_Roma_French.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
E_F_Sarah_Millican.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
E_M_Michael_McIntyr.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
P_M_Michael_Gove.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
P_M_david_camer.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
E_M_Ewan_McGregor.png,0,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
P_M_jeremy_corbyn.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
E_M_Peter_Kay.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
P_M_Gordon_Brown.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
E_F_Julie_Walters.png,0,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
E_M_Russell_Howard.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
P_F_Theresa_May.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
P_F_nicola_sturge.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
P_M_keir_starmer.png,0,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
E_M_Jimmy_Carr.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
P_M_Tony_Blair.png,0,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
E_M_Simon_Pegg.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
P_M_Sajid_Javid.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
E_F_Jennifer_Saunders.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
P_M_nigel_farage.png,1,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
age: 25,gender: Female,handedness: right,5ea88d93acf4dc2da73372a1,"07/06/2022, 17:28:20"
