RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1864,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1988,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1910,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1717,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1794,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2248,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2244,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1540,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1955,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
4231,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2236,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2692,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
3007,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
3019,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,611e8d845591266e61439488,"07/06/2022, 17:14:40"
3257,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2604,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2060,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2532,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2150,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1538,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1897,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1487,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1993,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1802,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1746,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1643,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2485,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2886,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1970,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1470,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2628,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2129,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1465,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1591,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1550,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2422,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1867,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2289,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2075,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2372,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1894,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1761,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1930,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1745,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1259,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,611e8d845591266e61439488,"07/06/2022, 17:14:40"
2216,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,611e8d845591266e61439488,"07/06/2022, 17:14:40"
1608,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611e8d845591266e61439488,"07/06/2022, 17:14:40"
file,isFamiliar,611e8d845591266e61439488,"07/06/2022, 17:14:40"
P_M_Michael_Gove.png,0,611e8d845591266e61439488,"07/06/2022, 17:14:40"
E_M_Simon_Pegg.png,1,611e8d845591266e61439488,"07/06/2022, 17:14:40"
P_M_Sajid_Javid.png,0,611e8d845591266e61439488,"07/06/2022, 17:14:40"
E_M_Russell_Howard.png,1,611e8d845591266e61439488,"07/06/2022, 17:14:40"
P_F_nicola_sturge.png,0,611e8d845591266e61439488,"07/06/2022, 17:14:40"
E_M_Peter_Kay.png,0,611e8d845591266e61439488,"07/06/2022, 17:14:40"
E_M_Jimmy_Carr.png,1,611e8d845591266e61439488,"07/06/2022, 17:14:40"
P_M_nigel_farage.png,1,611e8d845591266e61439488,"07/06/2022, 17:14:40"
P_M_jeremy_corbyn.png,1,611e8d845591266e61439488,"07/06/2022, 17:14:40"
E_M_Ewan_McGregor.png,1,611e8d845591266e61439488,"07/06/2022, 17:14:40"
P_M_Tony_Blair.png,1,611e8d845591266e61439488,"07/06/2022, 17:14:40"
P_M_keir_starmer.png,0,611e8d845591266e61439488,"07/06/2022, 17:14:40"
E_F_Julie_Walters.png,0,611e8d845591266e61439488,"07/06/2022, 17:14:40"
E_F_Jennifer_Saunders.png,0,611e8d845591266e61439488,"07/06/2022, 17:14:40"
P_M_david_camer.png,0,611e8d845591266e61439488,"07/06/2022, 17:14:40"
P_F_Theresa_May.png,0,611e8d845591266e61439488,"07/06/2022, 17:14:40"
E_F_Sarah_Millican.png,0,611e8d845591266e61439488,"07/06/2022, 17:14:40"
P_M_Gordon_Brown.png,0,611e8d845591266e61439488,"07/06/2022, 17:14:40"
E_M_Michael_McIntyr.png,1,611e8d845591266e61439488,"07/06/2022, 17:14:40"
E_F_Dawn_Roma_French.png,0,611e8d845591266e61439488,"07/06/2022, 17:14:40"
age: 34,gender: Male,handedness: right,611e8d845591266e61439488,"07/06/2022, 17:14:40"
