RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
5912,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
5643,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
4182,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2536,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
4175,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2230,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
3842,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
4235,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
1887,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
1613,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
6072,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2316,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
4000,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
4062,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2875,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
5129,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
6233,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
3111,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2401,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2548,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2654,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
5099,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2057,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
6274,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
11413,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2161,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
3951,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2299,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
3687,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
3977,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
5219,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
3429,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
3328,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
3543,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2505,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2121,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
4989,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2736,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
3692,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2248,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
7503,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2420,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
1833,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
3525,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2259,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
1977,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
3411,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
4210,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
4023,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2229,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
1970,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2242,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
2692,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
8851,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
file,isFamiliar,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
E_F_Jennifer_Saunders.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
E_M_Russell_Howard.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
P_M_david_camer.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
E_F_Julie_Walters.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
P_M_Michael_Gove.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
E_F_Sarah_Millican.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
P_F_Theresa_May.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
E_M_Ewan_McGregor.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
E_M_Jimmy_Carr.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
P_M_jeremy_corbyn.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
P_F_nicola_sturge.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
P_M_Tony_Blair.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
P_M_keir_starmer.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
E_F_Dawn_Roma_French.png,0,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
E_M_Michael_McIntyr.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
E_M_Simon_Pegg.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
P_M_Sajid_Javid.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
P_M_Gordon_Brown.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
E_M_Peter_Kay.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
P_M_nigel_farage.png,1,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
age: 30,gender: Male,handedness: right,5c5da3b159ec1d0001fe5606,"07/06/2022, 17:28:53"
