RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2704,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2049,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2360,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1840,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3153,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2652,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3261,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2868,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3183,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2852,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2591,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2708,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2427,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2507,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2108,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1923,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
4987,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2005,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3036,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3031,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1988,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2434,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2059,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1871,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2271,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2068,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1651,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3211,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3003,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3238,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3429,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2432,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3491,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2212,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2338,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3924,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3304,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1862,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1742,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2514,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3266,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1939,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2518,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
4019,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2581,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3607,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3051,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2090,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2857,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3450,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2523,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2145,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2524,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2148,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2364,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1896,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2084,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
4452,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3824,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2640,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2296,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2707,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2737,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1924,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1827,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3496,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2185,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
4318,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3114,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2078,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1865,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2755,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2846,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2703,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2595,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2118,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3318,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2258,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3092,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2113,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3237,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3210,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2470,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
5158,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1803,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3894,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2281,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1789,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1956,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2547,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2550,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3807,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2616,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1948,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1482,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1929,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2373,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2137,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2438,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3332,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3034,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2019,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3141,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2509,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3390,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
4037,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2289,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2211,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2870,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2253,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1598,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
