RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
8353,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
12557,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3166,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
8526,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
16186,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3892,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
6715,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
4151,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
5107,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
12411,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
8372,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3593,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3609,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
6090,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3574,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
49408,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2649,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3432,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2736,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
5476,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2475,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2511,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2860,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2587,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3054,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3163,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2922,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2282,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2583,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2231,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3190,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
4127,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
21968,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
4732,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
4368,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2448,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3164,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
10707,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
5064,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
5059,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
9388,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
10607,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
28934,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
4209,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
29063,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3290,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
48474,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2555,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3193,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2202,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
18273,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
19670,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
2746,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
5412,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
3981,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
file,isFamiliar,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
E_M_Russell_Howard.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
E_M_Simon_Pegg.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
E_M_Michael_McIntyr.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
P_M_keir_starmer.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
E_F_Dawn_Roma_French.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
P_F_Theresa_May.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
E_M_Peter_Kay.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
P_M_Gordon_Brown.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
P_F_nicola_sturge.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
P_M_nigel_farage.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
E_M_Jimmy_Carr.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
P_M_Michael_Gove.png,0,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
E_F_Sarah_Millican.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
P_M_Tony_Blair.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
P_M_david_camer.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
E_F_Jennifer_Saunders.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
E_M_Ewan_McGregor.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
E_F_Julie_Walters.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
P_M_Sajid_Javid.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
P_M_jeremy_corbyn.png,1,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
age: 33,gender: Female,handedness: right,56b12c0e9f1826000cbcc76c,"07/06/2022, 17:37:42"
