RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
3728,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4535,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
5076,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4358,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2815,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2023,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
3046,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
3301,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4632,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4150,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2896,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2711,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4367,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2511,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
3542,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4529,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2017,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2396,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2285,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2212,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2607,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2709,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
6574,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4343,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4150,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2959,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
7191,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
10463,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4639,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2382,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2806,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
6583,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
3344,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
3463,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2585,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
6024,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
5422,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4071,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4943,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
5750,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4198,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
3887,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4974,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
6894,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4559,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
2521,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
5159,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4735,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
8887,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4987,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
4020,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
10633,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
file,isFamiliar,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
E_F_Julie_Walters.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
P_M_david_camer.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
E_M_Peter_Kay.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
E_F_Sarah_Millican.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
E_F_Jennifer_Saunders.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
E_M_Russell_Howard.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
E_M_Michael_McIntyr.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
P_M_Tony_Blair.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
E_F_Dawn_Roma_French.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
E_M_Jimmy_Carr.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
P_M_jeremy_corbyn.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
P_M_Gordon_Brown.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
P_F_nicola_sturge.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
P_M_Sajid_Javid.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
P_M_nigel_farage.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
P_M_keir_starmer.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
E_M_Simon_Pegg.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
P_M_Michael_Gove.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
P_F_Theresa_May.png,1,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
E_M_Ewan_McGregor.png,0,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
age: 33,gender: Male,handedness: right,5f7aaea6bf94dd717b471063,"07/06/2022, 17:30:27"
